data_distribution;tuple_size;bleaching_active;total_training_time;avg_in_sample_evaluation_time;total_in_sample_evaluation_time;avg_out_sample_evaluation_time;total_out_sample_evaluation_time;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;total_ties;ties_for_zeros;ties_for_ones
5/5;100;True;0.002871990203857422;0.00032062530517578124;0.0032472610473632812;0.0003144600379995389;57.2537887096405;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;154330;0.8476410171911902;154341;154330;27729;0.9999287292423918;27729;0;11;0.0;182054;27729;154325;
10/10;1;False;0.025173425674438477;0.000866556167602539;0.017379045486450195;0.0008547633896158984;155.6182816028595;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;101591;0.5580083488959684;154336;89478;15611;0.5797610408459465;27724;12113;64858;0.43691386524311066;49444;7424;42020;
10/10;1;True;0.012399435043334961;0.0009254217147827148;0.01878833770751953;0.0012839657964646705;233.75894141197205;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;85367;0.4688948698231352;154336;69560;11917;0.45070495542193656;27724;15807;84776;0.5701558216707546;0;0;0;
10/10;2;False;0.00851583480834961;0.0007092833518981933;0.014238595962524414;0.0006127251316842883;111.55279850959778;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;103180;0.5667362407997364;154336;91004;15548;0.5896485589881816;27724;12176;63332;0.43918626460828164;47253;7263;39990;
10/10;2;True;0.009079456329345703;0.0006546854972839355;0.013148784637451172;0.0008553070850743182;155.71729111671448;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;91340;0.5017027353619686;154336;76605;12989;0.4963521148662658;27724;14735;77731;0.5314889626316549;0;0;0;
10/10;3;False;0.008071660995483398;0.0005352139472961426;0.010759830474853516;0.0005291391058071857;96.33512687683105;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;106031;0.5823959134351313;154336;95343;17036;0.6177625440597139;27724;10688;58993;0.3855143557928149;44178;6704;37474;
10/10;3;True;0.00801229476928711;0.0005926728248596191;0.011904239654541016;0.0007093590222308102;129.14598417282104;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;93652;0.5144018455454246;154336;79984;14056;0.5182459050383579;27724;13668;74352;0.4930024527485211;0;0;0;
10/10;4;False;0.0074388980865478516;0.0004831671714782715;0.00971674919128418;0.00048507218254564567;88.31228828430176;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;115294;0.6332747445896957;154336;106434;18864;0.6896252332573087;27724;8860;47902;0.3195787043716635;43101;6442;36659;
10/10;4;True;0.0075571537017822266;0.0005309343338012696;0.010660648345947266;0.0006476758967699958;117.91617393493652;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;101985;0.5601724706140833;154336;90193;15932;0.584393790172092;27724;11792;64143;0.42533544943009666;0;0;0;
10/10;5;False;0.0069887638092041016;0.00044243335723876954;0.008884668350219727;0.0004634299160922659;84.37211036682129;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;90156;0.4951993848181918;154336;75860;13428;0.49152498444951276;27724;14296;78476;0.5156543067378445;39112;5980;33132;
10/10;5;True;0.007203340530395508;0.000502002239227295;0.01008915901184082;0.0005929933358558806;107.96042823791504;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;77658;0.4265516862572778;154336;60364;10430;0.39112067178104915;27724;17294;93972;0.6237916606550281;0;0;0;
10/10;6;False;0.007113218307495117;0.0004544377326965332;0.009130239486694336;0.0004427717974274208;80.61107540130615;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;97149;0.5336097989673734;154336;84099;14674;0.5449085113000207;27724;13050;70237;0.4707112970711297;41397;6220;35177;
10/10;6;True;0.006964683532714844;0.00043092966079711915;0.00866079330444336;0.0005579530740981179;101.58099150657654;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;81640;0.44842359661650005;154336;65116;11200;0.42191063653327804;27724;16524;89220;0.5960178906362719;0;0;0;
10/10;7;False;0.0065288543701171875;0.0004320383071899414;0.008682727813720703;0.0004228973773682653;76.99274373054504;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;94511;0.5191200703064923;154336;81014;14227;0.5249196558158822;27724;13497;73322;0.48683451161448565;39067;5808;33259;
10/10;7;True;0.0067179203033447266;0.0004168868064880371;0.008372783660888672;0.0005201557973027556;94.69961977005005;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;80470;0.44199714379874766;154336;64038;11292;0.4149258760107817;27724;16432;90298;0.5926994661664984;0;0;0;
10/10;8;False;0.0066986083984375;0.00042455196380615235;0.008521318435668945;0.0004138595374563193;75.3473129272461;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;108334;0.595045589366143;154336;97793;17183;0.6336369997926602;27724;10541;56543;0.38021209060741595;38926;5969;32957;
10/10;8;True;0.0068967342376708984;0.00042136907577514646;0.008479833602905273;0.0005115951808693513;93.14108300209045;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;88276;0.48487311875205974;154336;73191;12639;0.4742315467551317;27724;15085;81145;0.5441134035492714;0;0;0;
10/10;9;False;0.006398439407348633;0.00039589405059814453;0.007953405380249023;0.0004099358153529158;74.63300514221191;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;87251;0.47924310666813136;154336;71729;12202;0.4647587082728592;27724;15522;82607;0.5598759197806954;36960;5659;31301;
10/10;9;True;0.0066051483154296875;0.00040946006774902346;0.008232831954956055;0.0004983789512485931;90.73493027687073;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;73336;0.40281225969460616;154336;54621;9009;0.3539096516690856;27724;18715;99715;0.6750468907805511;0;0;0;
10/10;10;False;0.006451845169067383;0.0004012823104858398;0.008065223693847656;0.00040300358498108254;73.37089824676514;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;104812;0.5757003185762936;154336;93691;16603;0.6070586253369272;27724;11121;60645;0.40113259269946616;41674;6392;35282;
10/10;10;True;0.00659632682800293;0.0004073143005371094;0.008195161819458008;0.0005087223522324988;92.61803865432739;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;90538;0.49729759419971437;154336;76220;13406;0.4938575575368028;27724;14318;78116;0.5164478430240946;3;1;2;
10/10;20;False;0.0063555240631103516;0.00037130117416381834;0.007682085037231445;0.0003929758483101402;71.5452311038971;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;100344;0.5511589585850818;154336;88089;15469;0.570761196350819;27724;12255;66247;0.44203578127254367;51055;7886;43169;
10/10;20;True;0.0063037872314453125;0.0003856778144836426;0.007756233215332031;0.0005474887286570391;99.67587471008301;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;91738;0.5038888278589476;154336;77550;13536;0.5024751192204022;27724;14188;76786;0.51175876496898;2437;402;2035;
10/10;25;False;0.0062296390533447266;0.00036258697509765624;0.007300376892089844;0.0003861216127407573;70.29736423492432;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;110881;0.6090354828078656;154336;101369;18212;0.6568072257930748;27724;9512;52967;0.34309623430962344;73027;11120;61907;
10/10;25;True;0.006391763687133789;0.00037362575531005857;0.00752568244934082;0.0005418885255742568;98.6562864780426;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;109487;0.601378666373723;154336;99705;17942;0.6460255546340452;27724;9782;54631;0.35283508873178476;20568;3119;17449;
10/10;30;False;0.00641942024230957;0.000375521183013916;0.007555961608886719;0.00038072124072827834;69.31416368484497;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;111643;0.6132209161814787;154336;102387;18468;0.6634032241343563;27724;9256;51949;0.33386235752416676;64175;9736;54439;
10/10;30;True;0.006250858306884766;0.00040986537933349607;0.008269548416137695;0.0004699941730677368;85.56720304489136;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;110489;0.6068823464791827;154336;101038;18273;0.6546625544267054;27724;9451;53298;0.34089597460683885;33237;5088;28149;
10/10;50;False;0.006263256072998047;0.00038535594940185546;0.00775909423828125;0.00036766185716496816;66.93656253814697;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;144487;0.7936229814346919;154336;142551;25788;0.9236406282396848;27724;1936;11785;0.06983119319001586;144668;22237;122431;
10/10;50;True;0.0060999393463134766;0.00035854578018188474;0.00722813606262207;0.00036744464953679325;66.89702320098877;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;144487;0.7936229814346919;154336;142551;25788;0.9236406282396848;27724;1936;11785;0.06983119319001586;144668;22237;122431;
10/10;100;False;0.005654811859130859;0.00032064914703369143;0.006468296051025391;0.00032432020777832554;59.04578900337219;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;154326;0.8476656047456882;154336;154323;27721;0.9999157681940701;27724;3;13;0.00010820949357957004;181980;27712;154268;
10/10;100;True;0.005710601806640625;0.0003094792366027832;0.006229877471923828;0.0003170987609767736;57.73106050491333;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;154326;0.8476656047456882;154336;154323;27721;0.9999157681940701;27724;3;13;0.00010820949357957004;181980;27712;154268;
20/20;1;False;0.04867744445800781;0.0008916854858398438;0.03572893142700195;0.0008532969971537144;155.33423233032227;40;35;0.875;20;20;5;1.0;20;15;0;0.75;182040;116314;0.6389474840694352;154326;107736;19136;0.6981066054974534;27714;8578;46590;0.3095186548314931;73234;11349;61885;
20/20;1;True;0.023249149322509766;0.001427382230758667;0.05713796615600586;0.001578591411335341;287.36691188812256;40;37;0.925;20;18;1;0.9;20;19;2;0.95;182040;88167;0.48432762030323007;154326;72964;12511;0.4727913637365058;27714;15203;81362;0.5485675110052681;0;0;0;
20/20;2;False;0.01704096794128418;0.0006117045879364014;0.02453327178955078;0.0006192525908910844;112.72878766059875;40;35;0.875;20;20;5;1.0;20;15;0;0.75;182040;111828;0.6143045484508899;154326;102293;18179;0.662837111050633;27714;9535;52033;0.34404993865916145;65362;9972;55390;
20/20;2;True;0.018063783645629883;0.0009006142616271972;0.036075592041015625;0.0009833647703972525;179.01179790496826;40;36;0.9;20;18;2;0.9;20;18;2;0.9;182040;88814;0.4878817842232476;154326;73835;12735;0.4784352604227415;27714;14979;80491;0.5404849534531284;0;0;0;
20/20;3;False;0.015424966812133789;0.0005315959453582764;0.02131795883178711;0.000533466453317547;97.11229348182678;40;37;0.925;20;20;3;1.0;20;17;0;0.85;182040;112694;0.6190617446715008;154326;103278;18298;0.6692197037440224;27714;9416;51048;0.33975607995958723;63456;9790;53666;
20/20;3;True;0.01598501205444336;0.0007331967353820801;0.029387712478637695;0.0008226345395339869;149.75247311592102;40;38;0.95;20;18;0;0.9;20;20;2;1.0;182040;92149;0.506201933640958;154326;78049;13614;0.5057410935292822;27714;14100;76277;0.5087681316302229;0;0;0;
20/20;4;False;0.014729499816894531;0.000524437427520752;0.021036386489868164;0.00048618516118362486;88.50519919395447;40;37;0.925;20;20;3;1.0;20;17;0;0.85;182040;104198;0.5723906833662932;154326;93017;16533;0.6027305833106541;27714;11181;61309;0.40344230352890237;60658;9386;51272;
20/20;4;True;0.01491856575012207;0.0005988121032714844;0.02401256561279297;0.0007095940949706763;129.17457818984985;40;37;0.925;20;19;2;0.95;20;18;1;0.9;182040;89531;0.49182047901560094;154326;74872;13055;0.48515480217202545;27714;14659;79454;0.5289384426643574;0;0;0;
20/20;5;False;0.014198541641235352;0.0004610717296600342;0.018486499786376953;0.00047010793918516577;85.57849621772766;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;100751;0.5534552845528455;154326;88915;15878;0.5761504866321941;27714;11836;65411;0.427076567799668;60471;9583;50888;
20/20;5;True;0.014455080032348633;0.0005256533622741699;0.021074533462524414;0.0006693884582997311;121.85559558868408;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;83809;0.46038782685124147;154326;67774;11679;0.43916125604240375;27714;16035;86552;0.5785884390560727;0;0;0;
20/20;6;False;0.013666152954101562;0.00043813586235046386;0.017577648162841797;0.00045080962377023077;82.06543850898743;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;105811;0.581251373324544;154326;94870;16773;0.6147376333216698;27714;10941;59456;0.3947824204373241;54608;8370;46238;
20/20;6;True;0.01403498649597168;0.0004818201065063477;0.01932215690612793;0.0006081552616556093;110.70864391326904;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;88607;0.48674467150076905;154326;73570;12677;0.47671811619558596;27714;15037;80756;0.5425777585335931;0;0;0;
20/20;7;False;0.014097213745117188;0.0005868315696716308;0.023526430130004883;0.00048129409256937003;87.61483478546143;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;110231;0.6055317512634586;154326;100153;17636;0.6489703614426603;27714;10078;54173;0.36364292415385724;53820;8384;45436;
20/20;7;True;0.014005899429321289;0.0004873752593994141;0.01954174041748047;0.0006497725435100632;118.28465342521667;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;93364;0.5128762909250714;154326;79215;13565;0.5132965281287664;27714;14149;75111;0.5105361910947536;0;0;0;
20/20;8;False;0.013858318328857422;0.0004560589790344238;0.018297910690307617;0.0004799690581342462;87.3736207485199;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;118329;0.6500164798945287;154326;109626;19011;0.7103534077213172;27714;8703;44700;0.3140290106083568;52205;8053;44152;
20/20;8;True;0.014473915100097656;0.0004875779151916504;0.019551753997802734;0.0006638447325770815;120.84634971618652;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;99655;0.5474346297517029;154326;86685;14744;0.5617005559659423;27714;12970;67641;0.46799451540737536;0;0;0;
20/20;9;False;0.013989448547363281;0.0004625141620635986;0.018549442291259766;0.0005022382178272003;91.42750716209412;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;109955;0.6040156009668205;154326;99666;17425;0.6458147039384161;27714;10289;54660;0.37125640470520316;50382;7806;42576;
20/20;9;True;0.015543222427368164;0.000496828556060791;0.01992511749267578;0.000636798413185936;115.92283582687378;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;87735;0.48195451549110085;154326;72259;12238;0.4682231121133186;27714;15476;82067;0.5584181280219384;0;0;0;
20/20;10;False;0.013931989669799805;0.0004591643810272217;0.01841568946838379;0.0004855993526947417;88.39856338500977;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;111939;0.6149143045484509;154326;102113;17888;0.6616707489340746;27714;9826;52213;0.3545500469077001;46042;6876;39166;
20/20;10;True;0.01662302017211914;0.0005291521549224854;0.02122640609741211;0.0005964948603986934;108.58598279953003;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;96552;0.5303889255108767;154326;83574;14736;0.5415419307180903;27714;12978;70752;0.4682831781770946;0;0;0;
20/20;20;False;0.01630234718322754;0.0004523158073425293;0.01816391944885254;0.00041105934641592266;74.82931685447693;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;113521;0.6236047022632388;154326;103640;17833;0.6715653875562122;27714;9881;50686;0.3565346034495201;53847;8137;45710;
20/20;20;True;0.023421287536621094;0.0007078707218170166;0.028372526168823242;0.0005416687596789875;98.60543489456177;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;89260;0.490331795209844;154326;74099;12553;0.48014592486036056;27714;15161;80227;0.5470520314642419;481;61;420;
20/20;25;False;0.012386322021484375;0.0003674089908599854;0.014749526977539062;0.0003873995544359831;70.52227354049683;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;104510;0.5741045923972753;154326;92984;16188;0.6025167502559516;27714;11526;61342;0.4158908854730461;65035;9958;55077;
20/20;25;True;0.01244044303894043;0.0003771185874938965;0.015148162841796875;0.0005435226134377976;98.94290590286255;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;81659;0.4485772357723577;154326;64995;11050;0.4211539209206485;27714;16664;89331;0.6012845493252508;4539;666;3873;
20/20;30;False;0.012160062789916992;0.00036658644676208497;0.014714479446411133;0.00037709694070046983;68.64678430557251;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;119463;0.6562458800263679;154326;111782;20033;0.7243238339618729;27714;7681;42544;0.2771523417767193;78405;12106;66299;
20/20;30;True;0.012145042419433594;0.00038732290267944335;0.01554560661315918;0.0005534786270152499;100.75532364845276;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;104377;0.5733739837398374;154326;93083;16420;0.6031582494200588;27714;11294;61243;0.40751966515118715;20954;3199;17755;
20/20;50;False;0.013463735580444336;0.0003684282302856445;0.014789104461669922;0.00036790749183777163;66.97393870353699;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;140850;0.773731048121292;154326;137998;24862;0.8941979964490754;27714;2852;16328;0.1029082774049217;129660;19797;109863;
20/20;50;True;0.011605262756347656;0.00034979581832885744;0.014048099517822266;0.0003837827967172454;69.86387085914612;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;137571;0.7557185234014502;154326;134088;24231;0.8688620193616111;27714;3483;20238;0.12567655336652955;124715;19111;105604;
20/20;100;False;0.011013269424438477;0.00032001733779907227;0.01320338249206543;0.00032200871182389116;58.61854934692383;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;154254;0.847363216875412;154326;154237;27697;0.9994232987312572;27714;17;89;0.0006134083856534603;181700;27664;154036;
20/20;100;True;0.011226177215576172;0.00031930804252624514;0.012816429138183594;0.00032203494258252794;58.623302936553955;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;154254;0.847363216875412;154326;154237;27697;0.9994232987312572;27714;17;89;0.0006134083856534603;181700;27664;154036;
30/30;1;False;0.07758450508117676;0.0009077191352844238;0.05453753471374512;0.000885813525189097;161.23584723472595;60;51;0.85;30;30;9;1.0;30;21;0;0.7;182020;116364;0.6392923854521482;154316;107556;18896;0.6969854065683403;27704;8808;46760;0.31793242853017617;80243;12090;68153;
30/30;1;True;0.035375118255615234;0.0014153480529785155;0.08499693870544434;0.0016754006726468556;304.9564800262451;60;55;0.9166666666666666;30;28;3;0.9333333333333333;30;27;2;0.9;182020;89868;0.49372596417976045;154316;74991;12827;0.48595738614272016;27704;14877;79325;0.5369982673982097;0;0;0;
30/30;2;False;0.02694416046142578;0.0006338079770406087;0.038086652755737305;0.0006458603095358616;117.55954241752625;60;51;0.85;30;30;9;1.0;30;21;0;0.7;182020;117681;0.646527854081969;154316;109248;19271;0.7079499209414448;27704;8433;45068;0.3043964770430263;75494;11268;64226;
30/30;2;True;0.029543399810791016;0.0010568459828694662;0.06345343589782715;0.0011447622479743818;208.36974620819092;60;57;0.95;30;28;1;0.9333333333333333;30;29;2;0.9666666666666667;182020;94248;0.5177892539281398;154316;80565;14021;0.5220780735633376;27704;13683;73751;0.49389979786312443;0;0;0;
