data_distribution;tuple_size;bleaching_active;total_training_time;avg_in_sample_evaluation_time;total_in_sample_evaluation_time;avg_out_sample_evaluation_time;total_out_sample_evaluation_time;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;total_ties;ties_for_zeros;ties_for_ones
5/5;6;True;0.0033464431762695312;0.00040857791900634767;0.004128217697143555;0.00044245560283014525;80.55794334411621;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;122424;0.6724007249958807;154341;115364;20669;0.7474617891551824;27729;7060;38977;0.25460709005012805;230;38;192;
5/5;7;False;0.003361940383911133;0.00040178298950195314;0.00404667854309082;0.0004074030668370026;74.17595028877258;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;118385;0.650216949524908;154341;110474;19818;0.7157786978184669;27729;7911;43867;0.28529698149951316;11379;1708;9671;
5/5;7;True;0.0032553672790527344;0.00039181709289550783;0.003942966461181641;0.00043263541039494986;78.77005100250244;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;113914;0.6256604602625364;154341;104995;18810;0.6802793813698239;27729;8919;49346;0.3216488153197014;391;58;333;
5/5;8;False;0.003290414810180664;0.00038549900054931643;0.003893136978149414;0.0004006386235353876;72.94433188438416;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;120819;0.6635854341736694;154341;113443;20353;0.7350153232128858;27729;7376;40898;0.2660031014461394;15017;2294;12723;
5/5;8;True;0.003206014633178711;0.0003844022750854492;0.003884553909301758;0.00043100954810994366;78.47397637367249;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;114510;0.6289339265117811;154341;105657;18876;0.6845685851458783;27729;8853;48684;0.31926863572433195;760;119;641;
5/5;9;False;0.003152132034301758;0.000412750244140625;0.0041790008544921875;0.00038615392422095983;70.30710577964783;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;115026;0.6317680013181743;154341;106389;19092;0.6893113301067118;27729;8637;47952;0.3114789570485773;19367;3010;16357;
5/5;9;True;0.003222942352294922;0.0003908872604370117;0.003954648971557617;0.00042443005566071356;77.27603006362915;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;106797;0.5865710990278464;154341;96226;17158;0.6234636292365606;27729;10571;58115;0.38122543185834323;1469;238;1231;
5/5;10;False;0.003294229507446289;0.0004308938980102539;0.00433659553527832;0.00037617523129246817;68.49028968811035;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;120278;0.6606140495413851;154341;112848;20299;0.7311602231422629;27729;7430;41493;0.26795052111507806;20898;3299;17599;
5/5;10;True;0.003167390823364258;0.000370335578918457;0.0037317276000976562;0.00041698310169231077;75.92016959190369;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;111700;0.613500302081617;154341;102192;18221;0.66211829649931;27729;9508;52149;0.3428901150420138;4244;650;3594;
5/5;20;False;0.00308990478515625;0.00034999847412109375;0.0035390853881835938;0.000352027504357827;64.09371399879456;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;127671;0.7012193112539133;154341;122072;22130;0.7909239929765908;27729;5599;32269;0.2019185690071766;92865;14901;77964;
5/5;20;True;0.00311279296875;0.0003525257110595703;0.003567934036254883;0.00037090028406741257;67.52988719940186;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;126570;0.6951721865216675;154341;120622;21781;0.7815292112918797;27729;5948;33719;0.21450467020087274;90851;14525;76326;
5/5;25;False;0.002991914749145508;0.0003393888473510742;0.0034635066986083984;0.0003405153165377168;61.99770665168762;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;140316;0.7706706211896523;154341;137403;24816;0.890255991603009;27729;2913;16938;0.10505247214107974;136144;21008;115136;
5/5;25;True;0.004876136779785156;0.0005531072616577149;0.0056002140045166016;0.00034289607408772573;62.43116617202759;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;140316;0.7706706211896523;154341;137403;24816;0.890255991603009;27729;2913;16938;0.10505247214107974;136139;21008;115131;
5/5;30;False;0.00293731689453125;0.00032916069030761717;0.0033338069915771484;0.0003405949674878592;62.01217484474182;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;148837;0.8174713022463888;154341;147796;26688;0.9575938992231487;27729;1041;6545;0.03754192361787299;158594;24315;134279;
5/5;30;True;0.0029158592224121094;0.0003373146057128906;0.003402233123779297;0.0003468726594935088;63.155158042907715;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;148837;0.8174713022463888;154341;147796;26688;0.9575938992231487;27729;1041;6545;0.03754192361787299;158594;24315;134279;
5/5;50;False;0.0028183460235595703;0.0003334760665893555;0.0033631324768066406;0.00033298113753743634;60.62593388557434;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;153866;0.8450925468226507;154341;153775;27638;0.9963327955630714;27729;91;566;0.0032817627754336614;180390;27481;152909;
5/5;50;True;0.00289154052734375;0.0003228902816772461;0.003267526626586914;0.00033342398561100634;60.706568241119385;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;153866;0.8450925468226507;154341;153775;27638;0.9963327955630714;27729;91;566;0.0032817627754336614;180390;27481;152909;
5/5;100;False;0.002834796905517578;0.0002960205078125;0.0030028820037841797;0.00030043039642986004;54.69943141937256;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;154339;0.847690448728511;154341;154338;27728;0.9999805625206524;27729;1;3;3.606332720256771e-05;182062;27728;154334;
5/5;100;True;0.0032758712768554688;0.0003051280975341797;0.0031065940856933594;0.0002933959732562698;53.41867280006409;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;154339;0.847690448728511;154341;154338;27728;0.9999805625206524;27729;1;3;3.606332720256771e-05;182062;27728;154334;
10/10;1;False;0.026218414306640625;0.0008370637893676758;0.016808748245239258;0.0008046239755264445;146.48989462852478;20;15;0.75;10;10;5;1.0;10;5;0;0.5;182060;121380;0.6667032846314401;154336;114225;20569;0.740106002488078;27724;7155;40111;0.2580796421872746;57645;8778;48867;
10/10;1;True;0.012894153594970703;0.0016670107841491699;0.03338146209716797;0.0012812860729955492;233.27103924751282;20;17;0.85;10;10;3;1.0;10;7;0;0.7;182060;112686;0.6189497967702955;154336;103432;18470;0.6701741654571843;27724;9254;50904;0.3337902178617804;0;0;0;
10/10;2;False;0.008519649505615234;0.0005866169929504394;0.011809825897216797;0.0005968483138919912;108.66227722167969;20;16;0.8;10;10;4;1.0;10;6;0;0.6;182060;123016;0.6756893331868615;154336;115760;20468;0.7500518349574954;27724;7256;38576;0.26172269513778673;24939;3900;21039;
10/10;2;True;0.008767127990722656;0.0008262753486633301;0.016585826873779297;0.0007263185885480822;132.23362803459167;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;115119;0.6323135230143908;154336;106058;18663;0.687188990255028;27724;9061;48278;0.32682874044149474;0;0;0;
10/10;3;False;0.00761103630065918;0.0004920840263366699;0.00989222526550293;0.0005077578177311179;92.44245219230652;20;17;0.85;10;10;3;1.0;10;7;0;0.7;182060;117817;0.6471328133582336;154336;109226;19133;0.7077156334231806;27724;8591;45110;0.30987591978069545;29974;4792;25182;
10/10;3;True;0.007738590240478516;0.0006234765052795411;0.012520313262939453;0.0006206533364852575;112.99621653556824;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;108947;0.598412611227068;154336;98373;17150;0.6373950342110719;27724;10574;55963;0.38140239503679124;0;0;0;
10/10;4;False;0.007272005081176758;0.0005113959312438964;0.01029205322265625;0.0004641217320067246;84.49805498123169;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;112814;0.6196528616939471;154336;103188;18098;0.6685931992535766;27724;9626;51148;0.3472081950656471;24006;3605;20401;
10/10;4;True;0.007188558578491211;0.00047699213027954104;0.009593963623046875;0.0005426849452503485;98.80164623260498;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;105101;0.5772877073492255;154336;93825;16448;0.607926860874974;27724;11276;60511;0.40672341653441063;0;0;0;
10/10;5;False;0.006955385208129883;0.00042979717254638673;0.008634567260742188;0.0004364651152816013;79.46288847923279;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;105212;0.5778973964627045;154336;93795;16307;0.6077324797843666;27724;11417;60541;0.4118092627326504;21813;3290;18523;
10/10;5;True;0.006922721862792969;0.0005022525787353515;0.010101556777954102;0.0005003513693220207;91.09403610229492;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;98329;0.5400911787322861;154336;85320;14715;0.5528198216877462;27724;13009;69016;0.46923243399220893;0;0;0;
10/10;6;False;0.0067598819732666016;0.0004676938056945801;0.009399652481079102;0.000416210705299214;75.77536606788635;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;116986;0.6425683840492146;154336;108651;19389;0.7039899958532034;27724;8335;45685;0.3006420429952388;18834;2912;15922;
10/10;6;True;0.0067234039306640625;0.00045248270034790037;0.00910496711730957;0.00046744453085918524;85.10300898551941;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;110559;0.6072668351093046;154336;100756;17921;0.6528353721749948;27724;9803;53580;0.35359255518684174;5;1;4;
10/10;7;False;0.006757259368896484;0.0003996610641479492;0.008040428161621094;0.00040418078817405057;73.58520364761353;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;100071;0.5496594529276063;154336;87856;15509;0.5692515032137674;27724;12215;66480;0.44059298802481606;18869;2928;15941;
10/10;7;True;0.006506919860839844;0.0004049539566040039;0.008133649826049805;0.000447794915188489;81.52561092376709;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;96648;0.5308579589146435;154336;83625;14701;0.5418372900684222;27724;13023;70711;0.4697374116289136;8;0;8;
10/10;8;False;0.006530046463012695;0.00041445493698120115;0.00832509994506836;0.0003952445819405924;71.95827412605286;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;111822;0.6142041085356476;154336;102368;18270;0.6632801161103048;27724;9454;51968;0.3410041841004184;20407;3136;17271;
10/10;8;True;0.006464719772338867;0.0004054069519042969;0.00815725326538086;0.00043838551106537276;79.81252098083496;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;106350;0.5841480830495441;154336;95588;16962;0.6193499896330085;27724;10762;58748;0.38818352330111094;98;14;84;
10/10;9;False;0.006165027618408203;0.0003778815269470215;0.007596731185913086;0.0003863119429498534;70.3320038318634;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;109636;0.6021970778864111;154336;99839;17927;0.646893790172092;27724;9797;54497;0.3533761361996826;22241;3484;18757;
10/10;9;True;0.006153583526611328;0.0004040956497192383;0.008137226104736328;0.0004483075871593832;81.61894059181213;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;102718;0.5641986158409316;154336;91246;16252;0.5912165664524155;27724;11472;63090;0.41379310344827586;214;33;181;
10/10;10;False;0.006090879440307617;0.00037032365798950195;0.007443666458129883;0.00038059568923737313;69.29132175445557;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;107618;0.5911128199494672;154336;97134;17240;0.6293670951689819;27724;10484;57202;0.37815611022940415;22646;3606;19040;
10/10;10;True;0.006419658660888672;0.0004145026206970215;0.008361339569091797;0.0004264258309064377;77.63513565063477;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;102332;0.5620784356805448;154336;90512;15904;0.5864607091022186;27724;11820;63824;0.426345404703506;1046;163;883;
10/10;20;False;0.006456613540649414;0.0004059433937072754;0.008548736572265625;0.000357831628404056;65.1468756198883;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;112005;0.6152092716686807;154336;102731;18450;0.6656321273066557;27724;9274;51605;0.3345116144856442;54034;8665;45369;
10/10;20;True;0.005885601043701172;0.00035245418548583983;0.007083892822265625;0.0003924044464808643;71.4412157535553;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;110133;0.6049269471602768;154336;100373;17964;0.6503537735849056;27724;9760;53963;0.35204155244553453;48310;7741;40569;
10/10;25;False;0.006951332092285156;0.00037680864334106446;0.007586479187011719;0.000348502320927944;63.44839286804199;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;133444;0.7329671536855982;154336;128811;23091;0.8346140887414473;27724;4633;25525;0.16711152791804934;110941;17130;93811;
10/10;25;True;0.005669593811035156;0.0003364682197570801;0.0067713260650634766;0.0003595378783120305;65.45752739906311;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;133174;0.7314841261122706;154336;128471;23021;0.8324111030478955;27724;4703;25865;0.16963641610157265;108346;16739;91607;
10/10;30;False;0.005845069885253906;0.0003317713737487793;0.006667375564575195;0.00034206361020513645;62.276155948638916;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;143231;0.7867241568713611;154336;140931;25424;0.9131440493468795;27724;2300;13405;0.08296061174433704;143125;22026;121099;
10/10;30;True;0.0056612491607666016;0.00034035444259643554;0.006855964660644531;0.0003506146066073309;63.83296084403992;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;143231;0.7867241568713611;154336;140931;25424;0.9131440493468795;27724;2300;13405;0.08296061174433704;143125;22026;121099;
10/10;50;False;0.005807399749755859;0.0003351807594299316;0.006738424301147461;0.00033071443797022147;60.21035671234131;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;152792;0.8392398110513017;154336;152451;27383;0.9877863881401617;27724;341;1885;0.012299812436877795;176611;26927;149684;
10/10;50;True;0.005708217620849609;0.0003284454345703125;0.006600618362426758;0.0003357063227140889;61.11875367164612;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;152792;0.8392398110513017;154336;152451;27383;0.9877863881401617;27724;341;1885;0.012299812436877795;176611;26927;149684;
10/10;100;False;0.0054149627685546875;0.000307309627532959;0.006188154220581055;0.0002940053234228155;53.5266592502594;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;154334;0.8477095463034164;154336;154329;27719;0.9999546444121916;27724;5;7;0.0001803491559659501;181916;27697;154219;
10/10;100;True;0.005325794219970703;0.0002959012985229492;0.005965232849121094;0.00029907861568371726;54.45030856132507;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;154334;0.8477095463034164;154336;154329;27719;0.9999546444121916;27724;5;7;0.0001803491559659501;181916;27697;154219;
20/20;1;False;0.05365300178527832;0.0008726119995117188;0.03495025634765625;0.0008198487158791885;149.2453145980835;40;23;0.575;20;20;17;1.0;20;3;0;0.15;182040;145116;0.7971654581410679;154326;142940;25538;0.9262211163381413;27714;2176;11386;0.07851627336364292;101505;15046;86459;
20/20;1;True;0.024752378463745117;0.0024317026138305662;0.09731101989746094;0.001899254257876489;345.7404248714447;40;30;0.75;20;20;10;1.0;20;10;0;0.5;182040;127079;0.6980828389364975;154326;120959;21594;0.7837888625377448;27714;6120;33367;0.22082701883524572;0;0;0;
20/20;2;False;0.01690363883972168;0.0005807340145111084;0.023743867874145508;0.0005890191112133572;107.22509217262268;40;30;0.75;20;20;10;1.0;20;10;0;0.5;182040;131332;0.7214458360799825;154326;126122;22504;0.8172440159143631;27714;5210;28204;0.18799162877967815;66103;10033;56070;
20/20;2;True;0.022570133209228516;0.0012945175170898438;0.05184674263000488;0.0009513986147358977;173.19268155097961;40;37;0.925;20;20;3;1.0;20;17;0;0.85;182040;113827;0.6252856515051637;154326;104520;18407;0.6772676023482758;27714;9307;49806;0.3358230497221621;0;0;0;
20/20;3;False;0.014659404754638672;0.0004885852336883545;0.019591331481933594;0.0005031060973410291;91.58549380302429;40;31;0.775;20;20;9;1.0;20;11;0;0.55;182040;135022;0.7417161063502526;154326;130670;23362;0.8467140987260734;27714;4352;23656;0.15703254672728584;56863;8840;48023;
20/20;3;True;0.015352964401245117;0.0007376432418823242;0.02956676483154297;0.0007326891489852472;133.378803730011;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;112281;0.6167930125247199;154326;102349;17782;0.6631999792646734;27714;9932;51977;0.35837482860648046;0;0;0;
20/20;4;False;0.013858318328857422;0.00046198368072509767;0.018519163131713867;0.00046503856349216664;84.65567398071289;40;36;0.9;20;20;4;1.0;20;16;0;0.8;182040;119467;0.6562678532190728;154326;111482;19729;0.7223798971009422;27714;7985;42844;0.2881215270260518;41725;6465;35260;
20/20;4;True;0.014307498931884766;0.0005731821060180664;0.02304983139038086;0.0005996450228472119;109.15952014923096;40;39;0.975;20;19;0;0.95;20;20;1;1.0;182040;104860;0.5760272467589541;154326;93332;16186;0.6047717170146314;27714;11528;60994;0.41596305116547594;0;0;0;
20/20;5;False;0.01357269287109375;0.0004304826259613037;0.01726222038269043;0.00044641519111477394;81.26547026634216;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;110725;0.6082454405625137;154326;100769;17758;0.6529619117971048;27714;9956;53557;0.3592408169156383;36061;5485;30576;
20/20;5;True;0.013921499252319336;0.00046495795249938964;0.018650054931640625;0.0005469726759165204;99.57102942466736;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;93675;0.5145847066578774;154326;79803;13842;0.5171066443761907;27714;13872;74523;0.5005412426932236;0;0;0;
20/20;6;False;0.012876510620117188;0.00040985941886901857;0.016447782516479492;0.00042152576356425546;76.73460936546326;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;102524;0.5631949022192925;154326;90653;15843;0.5874123608465197;27714;11871;63673;0.42833946741718987;29531;4484;25047;
20/20;6;True;0.013392925262451172;0.0004460394382476807;0.01789259910583496;0.0005007404163627147;91.15485882759094;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;93101;0.5114315535047242;154326;79152;13765;0.5128883013879709;27714;13949;75174;0.5033196218517717;0;0;0;
20/20;7;False;0.012722015380859375;0.00039625763893127444;0.015900135040283203;0.00040604263393466644;73.9160635471344;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;104203;0.5724181498571742;154326;92998;16509;0.6026074673094618;27714;11205;61328;0.40430829183806016;25231;4034;21197;
20/20;7;True;0.012723445892333984;0.0004012584686279297;0.01608896255493164;0.00046425902877527656;84.51378297805786;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;92072;0.5057789496813887;154326;77919;13561;0.5048987208895455;27714;14153;76407;0.5106805224796132;3;1;2;
20/20;8;False;0.012217044830322266;0.00038848519325256347;0.015596866607666016;0.0003959765501845881;72.08361911773682;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;100849;0.5539936277741155;154326;88573;15438;0.5739343986107331;27714;12276;65753;0.4429530201342282;25678;3965;21713;
20/20;8;True;0.013422012329101562;0.00042005181312561036;0.016849756240844727;0.0004599070593541178;83.72152853012085;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;90127;0.49509448472863105;154326;75438;13025;0.48882236304964816;27714;14689;78888;0.5300209280508047;15;0;15;
20/20;9;False;0.01249241828918457;0.0003944218158721924;0.01582646369934082;0.00038878635190864417;70.77471685409546;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;99469;0.546412876290925;154326;87139;15384;0.5646423804154841;27714;12330;67187;0.4449014938298333;27286;4306;22980;
20/20;9;True;0.012256145477294922;0.00038489699363708496;0.01544499397277832;0.00044866234254009303;81.67455339431763;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;87037;0.4781201933640958;154326;71680;12357;0.4644713139717222;27714;15357;82646;0.5541242693223641;50;8;42;
20/20;10;False;0.011989116668701172;0.0003733217716217041;0.014990806579589844;0.00037809222694334943;68.8279869556427;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;94966;0.5216765546033839;154326;81374;14122;0.5272863937379314;27714;13592;72952;0.490438045753049;27289;4237;23052;
20/20;10;True;0.02002263069152832;0.00038165450096130373;0.015318632125854492;0.0004383003035892997;79.78825068473816;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;81242;0.4462865304328719;154326;64435;10907;0.41752523878024445;27714;16807;89891;0.6064443963339828;106;20;86;
20/20;20;False;0.011785030364990234;0.00036086440086364747;0.014488697052001953;0.00035547298327877455;64.71034789085388;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;101190;0.5558668424522083;154326;88731;15255;0.57495820535749;27714;12459;65595;0.4495561809915566;45781;7074;38707;
20/20;20;True;0.012206315994262695;0.0003586411476135254;0.014404535293579102;0.0004113300321809907;74.87897753715515;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;91559;0.5029608877169853;154326;76923;13078;0.4984448505112554;27714;14636;77403;0.5281085372014145;27795;4369;23426;
20/20;25;False;0.01129913330078125;0.00033572912216186526;0.013470888137817383;0.0003424634110453469;62.342092514038086;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;119370;0.6557350032959789;154326;111184;19528;0.7204489198190843;27714;8186;43142;0.2953741791152486;83225;12777;70448;
20/20;25;True;0.011448383331298828;0.0003464281558990479;0.013899564743041992;0.00036976425444993364;67.31194972991943;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;116286;0.6387936717205009;154326;107395;18823;0.6958969972655288;27714;8891;46931;0.32081258569675974;76519;11765;64754;
20/20;30;False;0.011327028274536133;0.0003372311592102051;0.01353907585144043;0.0003415630285987695;62.17819380760193;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;128709;0.7070369149637442;154326;122870;21875;0.7961717403418737;27714;5839;31456;0.21068773904885618;109174;16838;92336;
20/20;30;True;0.011188745498657227;0.0003309667110443115;0.013285160064697266;0.00035713692073951944;65.01325678825378;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;128483;0.7057954295759173;154326;122601;21832;0.7944286769565725;27714;5882;31725;0.2122393014360973;108861;16795;92066;
20/20;50;False;0.011101007461547852;0.0003310799598693848;0.01329803466796875;0.00033636647799438864;61.232200622558594;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;151204;0.8306086574379258;154326;150508;27018;0.9752601635498879;27714;696;3818;0.025113660965576965;171436;26187;145249;
20/20;50;True;0.011833429336547852;0.00034576058387756345;0.013875007629394531;0.00033339141908778487;60.69063472747803;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;151204;0.8306086574379258;154326;150508;27018;0.9752601635498879;27714;696;3818;0.025113660965576965;171436;26187;145249;
20/20;100;False;0.010371208190917969;0.00029161572456359863;0.011704444885253906;0.00029593147149166676;53.87141227722168;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;154209;0.8471160184574819;154326;154190;27695;0.9991187486230447;27714;19;136;0.0006855740780832792;181574;27648;153926;
20/20;100;True;0.011742115020751953;0.00029289722442626953;0.011772632598876953;0.0002989778320125579;54.425976514816284;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;154209;0.8471160184574819;154326;154190;27695;0.9991187486230447;27714;19;136;0.0006855740780832792;181574;27648;153926;
30/30;1;False;0.07552480697631836;0.000845491886138916;0.05080699920654297;0.0008379316332575752;152.52038764953613;60;30;0.5;30;30;30;1.0;30;0;0;0.0;182020;154316;0.8477969453906165;154316;154316;27704;1.0;27704;0;0;0.0;147812;22593;125219;
30/30;1;True;0.03609800338745117;0.0030490835507710774;0.18298673629760742;0.0028494209237785576;518.6516735553741;60;42;0.7;30;28;16;0.9333333333333333;30;14;2;0.4666666666666667;182020;128644;0.7067574991759147;154316;122391;21451;0.7931193136162161;27704;6253;31925;0.22570747906439503;0;0;0;
30/30;2;False;0.025445938110351562;0.0006462812423706054;0.038819074630737305;0.0005933031696838908;107.99311399459839;60;38;0.6333333333333333;30;30;22;1.0;30;8;0;0.26666666666666666;182020;145126;0.7973079881331722;154316;142565;25143;0.9238510588662225;27704;2561;11751;0.09244152468957552;95243;14672;80571;
30/30;2;True;0.02575993537902832;0.0013357639312744141;0.08020806312561035;0.0012397916706534955;225.66774153709412;60;51;0.85;30;28;7;0.9333333333333333;30;23;2;0.7666666666666667;182020;119265;0.6552301944841227;154316;110739;19178;0.7176119132170352;27704;8526;43577;0.30775339301183946;0;0;0;
