data_distribution;tuple_size;bleaching_active;total_training_time;avg_in_sample_evaluation_time;total_in_sample_evaluation_time;avg_out_sample_evaluation_time;total_out_sample_evaluation_time;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;total_ties;ties_for_zeros;ties_for_ones
30/30;3;False;0.022769689559936523;0.0005034208297729492;0.03024911880493164;0.0005092127770332829;92.68697309494019;60;42;0.7;30;30;18;1.0;30;12;0;0.4;182020;144806;0.7955499395670805;154316;142358;25256;0.9225096555120661;27704;2448;11958;0.08836269130811435;65712;10359;55353;
30/30;3;True;0.023481369018554688;0.0008689165115356445;0.05219769477844238;0.0007977497406077115;145.20647644996643;60;54;0.9;30;27;3;0.9;30;27;3;0.9;182020;116759;0.6414624766509175;154316;107736;18681;0.6981518442676067;27704;9023;46580;0.3256930407161421;0;0;0;
30/30;4;False;0.020488262176513672;0.0004560192426045736;0.02741718292236328;0.00046859576458224174;85.29386186599731;60;46;0.7666666666666667;30;30;14;1.0;30;16;0;0.5333333333333333;182020;132482;0.7278430941654763;154316;127159;22381;0.8240169522278961;27704;5323;27157;0.19213831937626336;55606;8824;46782;
30/30;4;True;0.021406888961791992;0.0006877938906351725;0.041312217712402344;0.0006644590099281484;120.94488215446472;60;55;0.9166666666666666;30;28;3;0.9333333333333333;30;27;2;0.9;182020;112935;0.6204537962861224;154316;103058;17827;0.66783742450556;27704;9877;51258;0.3565189142362114;0;0;0;
30/30;5;False;0.020082473754882812;0.0004337072372436523;0.026064634323120117;0.0004389067401389292;79.88988161087036;60;57;0.95;30;30;3;1.0;30;27;0;0.9;182020;119912;0.6587847489286891;154316;111817;19609;0.7245975789937531;27704;8095;42499;0.2921960727692752;44262;6852;37410;
30/30;5;True;0.020234107971191406;0.0005381902058919271;0.032352447509765625;0.0005699259018507676;103.737961769104;60;58;0.9666666666666667;30;29;1;0.9666666666666667;30;29;1;0.9666666666666667;182020;102654;0.5639709921986595;154316;90659;15709;0.5874893076544234;27704;11995;63657;0.43296996823563383;0;0;0;
30/30;6;False;0.019095659255981445;0.00041501124699910483;0.024944305419921875;0.0004261944637418042;77.57596492767334;60;56;0.9333333333333333;30;30;4;1.0;30;26;0;0.8666666666666667;182020;119023;0.6539006702560158;154316;110284;18965;0.7146634179216672;27704;8739;44032;0.3154418134565406;37886;5779;32107;
30/30;6;True;0.02236342430114746;0.00047920544942220054;0.028820276260375977;0.0005193979972509902;94.54087734222412;60;59;0.9833333333333333;30;30;1;1.0;30;29;0;0.9666666666666667;182020;103881;0.5707120096692672;154316;91717;15540;0.5943453692423339;27704;12164;62599;0.4390701703725094;0;0;0;
30/30;7;False;0.018758535385131836;0.0003983894983927409;0.023955106735229492;0.0004097613040306662;74.58480978012085;60;57;0.95;30;30;3;1.0;30;27;0;0.9;182020;111058;0.6101417426656411;154316;101242;17888;0.6560693641618497;27704;9816;53074;0.35431706612763497;27326;4370;22956;
30/30;7;True;0.01868152618408203;0.0004427750905354818;0.026618242263793945;0.000485477709741386;88.36671996116638;60;59;0.9833333333333333;30;30;1;1.0;30;29;0;0.9666666666666667;182020;99373;0.5459455004944511;154316;86766;15097;0.5622618523030665;27704;12607;67550;0.4550606410626624;0;0;0;
30/30;8;False;0.018380165100097656;0.0004502773284912109;0.027085304260253906;0.00040344311999509705;73.43478488922119;60;57;0.95;30;30;3;1.0;30;27;0;0.9;182020;112427;0.6176628941874519;154316;102586;17863;0.6647787656497058;27704;9841;51730;0.35521946289344497;31823;4942;26881;
30/30;8;True;0.02119135856628418;0.0004461328188578288;0.02682781219482422;0.00047503676129990704;86.46624207496643;60;58;0.9666666666666667;30;29;1;0.9666666666666667;30;29;1;0.9666666666666667;182020;96806;0.5318426546533348;154316;83393;14291;0.5404041058607014;27704;13413;70923;0.4841539127923766;1;0;1;
30/30;9;False;0.018529176712036133;0.0003911455472310384;0.023860692977905273;0.00039652495996701353;72.17552447319031;60;59;0.9833333333333333;30;30;1;1.0;30;29;0;0.9666666666666667;182020;109023;0.5989616525656521;154316;98788;17469;0.6401669301951839;27704;10235;55528;0.36944123592261047;32218;5010;27208;
30/30;9;True;0.018261194229125977;0.00040703217188517253;0.024469614028930664;0.0004602575495981565;83.77613830566406;60;59;0.9833333333333333;30;30;1;1.0;30;29;0;0.9666666666666667;182020;95126;0.5226128996813537;154316;81602;14180;0.5287980507530003;27704;13524;72714;0.4881605544325729;21;5;16;
30/30;10;False;0.018006324768066406;0.0003786444664001465;0.022771120071411133;0.000383935714996643;69.88403749465942;60;58;0.9666666666666667;30;30;2;1.0;30;28;0;0.9333333333333333;182020;107511;0.5906548730908692;154316;96498;16691;0.6253272505767387;27704;11013;57818;0.3975238232746174;31147;4826;26321;
30/30;10;True;0.01807880401611328;0.00039190053939819336;0.023567914962768555;0.00044762502200209746;81.47678446769714;60;59;0.9833333333333333;30;30;1;1.0;30;29;0;0.9666666666666667;182020;91496;0.5026700362597517;154316;76797;13005;0.49766064439202673;27704;14699;77519;0.5305732024256425;31;5;26;
30/30;20;False;0.01732921600341797;0.000350340207417806;0.02106451988220215;0.00035998532829959503;65.52457475662231;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;107848;0.5925063179870343;154316;96927;16783;0.628107260426657;27704;10921;57389;0.39420300317643664;44887;6907;37980;
30/30;20;True;0.017959117889404297;0.00037042697270711264;0.022268056869506836;0.00042233466840081133;76.87340831756592;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;90764;0.49864850016481704;154316;75900;12840;0.49184789652401567;27704;14864;78416;0.5365290210799885;16300;2492;13808;
30/30;25;False;0.01717209815979004;0.0003558079401652018;0.021413564682006836;0.00034904176226658765;63.53307485580444;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;119262;0.6552137127788155;154316;110964;19406;0.7190699603411183;27704;8298;43352;0.29952353450765234;72818;10921;61897;
30/30;25;True;0.01710224151611328;0.00034607648849487304;0.02080821990966797;0.00038439429156034415;69.96750402450562;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;114009;0.6263542467860674;154316;104594;18289;0.677791026205967;27704;9415;49722;0.33984262200404275;62256;9331;52925;
30/30;30;False;0.01789236068725586;0.0003439625104268392;0.020689964294433594;0.0003436796312318531;62.55663013458252;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;124072;0.6816393802878804;154316;117113;20745;0.7589167681899479;27704;6959;37203;0.2511911637308692;93059;14025;79034;
30/30;30;True;0.016839027404785156;0.00034142335255940754;0.020536184310913086;0.00037023412986137544;67.39007258415222;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;121835;0.6693495220305461;154316;114392;20261;0.7412841183027036;27704;7443;39924;0.2686615651169506;88957;13411;75546;
30/30;50;False;0.016797304153442383;0.0003418445587158203;0.020572900772094727;0.000339198975677792;61.74105167388916;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;149091;0.8190913086474014;154316;147939;26552;0.9586757043987661;27704;1152;6377;0.041582442968524404;166416;25394;141022;
30/30;50;True;0.0170133113861084;0.0003395477930704753;0.020430803298950195;0.00033746674196783783;61.42574119567871;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;149091;0.8190913086474014;154316;147939;26552;0.9586757043987661;27704;1152;6377;0.041582442968524404;166416;25394;141022;
30/30;100;False;0.015593767166137695;0.0002859989802042643;0.017197847366333008;0.00030461659917149254;55.44639039039612;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;154172;0.8470058235358752;154316;154144;27676;0.9988854039762565;27704;28;172;0.0010106843777071904;181478;27627;153851;
30/30;100;True;0.017062664031982422;0.0003148158391316732;0.018932819366455078;0.0003043597078024719;55.39959979057312;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;154172;0.8470058235358752;154316;154144;27676;0.9988854039762565;27704;28;172;0.0010106843777071904;181478;27627;153851;
50/50;1;False;0.1080636978149414;0.0008533930778503418;0.0854039192199707;0.0008398206971060877;152.83065009117126;100;51;0.51;50;50;49;1.0;50;1;0;0.02;181980;152497;0.83798769095505;154296;152140;27327;0.9860268574687613;27684;357;2156;0.012895535327264847;167460;25609;141851;
50/50;1;True;0.062134504318237305;0.004408133029937744;0.44091367721557617;0.004515932483821927;821.8099071979523;100;63;0.63;50;40;27;0.8;50;23;10;0.46;181980;112599;0.6187438180019782;154296;102607;17692;0.6650010369679058;27684;9992;51689;0.360930501372634;0;0;0;
50/50;2;False;0.047705888748168945;0.0006012439727783204;0.06017112731933594;0.000606796170004201;110.42483353614807;100;60;0.6;50;50;40;1.0;50;10;0;0.2;181980;143811;0.7902571711177052;154296;140850;24723;0.9128558096126925;27684;2961;13446;0.10695708712613784;142179;21282;120897;
50/50;2;True;0.044535160064697266;0.0017520761489868164;0.17525172233581543;0.001845691574577552;335.87912154197693;100;72;0.72;50;37;15;0.74;50;35;13;0.7;181980;95862;0.526772172766238;154296;82408;14230;0.534090319904599;27684;13454;71888;0.4859846842941771;0;0;0;
50/50;3;False;0.039978981018066406;0.0005553627014160157;0.05565190315246582;0.0005138473243998465;93.51071214675903;100;66;0.66;50;50;34;1.0;50;16;0;0.32;181980;143744;0.789888998791076;154296;141139;25079;0.914728832892622;27684;2605;13157;0.09409767374656841;124588;18837;105751;
50/50;3;True;0.038544654846191406;0.0011725831031799317;0.11730313301086426;0.0011776795779260807;214.31420493125916;100;82;0.82;50;42;10;0.84;50;40;8;0.8;181980;96507;0.5303165182987142;154296;83318;14495;0.5399880748690828;27684;13189;70978;0.4764123681548909;0;0;0;
50/50;4;False;0.03544783592224121;0.00048131465911865234;0.04818534851074219;0.0004637204063948805;84.38790559768677;100;69;0.69;50;50;31;1.0;50;19;0;0.38;181980;138085;0.7587921749642818;154296;134132;23731;0.8693161196660963;27684;3953;20164;0.14279005923999422;96488;14661;81827;
50/50;4;True;0.03666806221008301;0.0010326671600341796;0.10332345962524414;0.0008442348484836289;153.63393831253052;100;82;0.82;50;42;10;0.84;50;40;8;0.8;181980;97259;0.5344488405319265;154296;84515;14940;0.5477458910146731;27684;12744;69781;0.46033810143042914;0;0;0;
50/50;5;False;0.03387737274169922;0.000438380241394043;0.04390454292297363;0.00043925940302626514;79.9364972114563;100;80;0.8;50;50;20;1.0;50;30;0;0.6;181980;124136;0.6821408946038026;154296;117385;20933;0.760777985171359;27684;6751;36911;0.24385926889177864;69131;10740;58391;
50/50;5;True;0.0337977409362793;0.000640707015991211;0.06412863731384277;0.0006722070421671027;122.32828903198242;100;94;0.94;50;47;3;0.94;50;47;3;0.94;181980;91948;0.5052643147598638;154296;77800;13536;0.5042256442163116;27684;14148;76496;0.5110533159947984;0;0;0;
50/50;6;False;0.03383326530456543;0.0004269099235534668;0.04273629188537598;0.00042657417600686006;77.62803101539612;100;83;0.83;50;50;17;1.0;50;33;0;0.66;181980;121155;0.665759973623475;154296;113274;19803;0.7341343910405973;27684;7881;41022;0.28467706978760293;61028;9158;51870;
50/50;6;True;0.03475236892700195;0.0005436134338378906;0.05440688133239746;0.0005941520589880267;108.12384819984436;100;94;0.94;50;48;4;0.96;50;46;2;0.92;181980;92675;0.5092592592592593;154296;78560;13569;0.5091512417690672;27684;14115;75736;0.5098612917208496;0;0;0;
50/50;7;False;0.05398702621459961;0.00047182559967041016;0.047242164611816406;0.00041769205416830206;76.01165795326233;100;94;0.94;50;50;6;1.0;50;44;0;0.88;181980;111811;0.6144136718320694;154296;101972;17845;0.6608855705915901;27684;9839;52324;0.3554038433752348;42098;6490;35608;
50/50;7;True;0.03340864181518555;0.0004603862762451172;0.04609084129333496;0.0005240227261903928;95.36171984672546;100;93;0.93;50;46;3;0.92;50;47;4;0.94;181980;94116;0.5171777118364655;154296;80260;13828;0.5201690257686524;27684;13856;74036;0.5005057072677359;0;0;0;
50/50;8;False;0.031038522720336914;0.00039309263229370117;0.039363861083984375;0.00040613521336330035;73.90854597091675;100;93;0.93;50;50;7;1.0;50;43;0;0.86;181980;112093;0.6159632926695241;154296;102290;17881;0.6629465443044538;27684;9803;52006;0.3541034532581997;42259;6465;35794;
50/50;8;True;0.03144097328186035;0.0004572772979736328;0.0457766056060791;0.0005090988747483231;92.64587306976318;100;97;0.97;50;48;1;0.96;50;49;2;0.98;181980;90968;0.49987910759424115;154296;76608;13324;0.4965002333177788;27684;14360;77688;0.5187111689062274;0;0;0;
50/50;9;False;0.030485153198242188;0.00040155410766601563;0.040230512619018555;0.00039401811116972473;71.70346736907959;100;96;0.96;50;50;4;1.0;50;46;0;0.92;181980;104889;0.5763765248928454;154296;93798;16593;0.6079094727018198;27684;11091;60498;0.4006285218899003;38194;5929;32265;
50/50;9;True;0.030161142349243164;0.0004223918914794922;0.04229283332824707;0.0004893378983986144;89.04976105690002;100;96;0.96;50;48;2;0.96;50;48;2;0.96;181980;91473;0.5026541378173426;154296;77416;13627;0.5017369212422875;27684;14057;76880;0.5077662187545152;3;0;3;
50/50;10;False;0.031162500381469727;0.00038779258728027343;0.03882479667663574;0.0003859803576772849;70.24076271057129;100;96;0.96;50;50;4;1.0;50;46;0;0.92;181980;112134;0.6161885921529838;154296;102437;17987;0.6638992585679473;27684;9697;51859;0.35027452680248516;40074;6119;33955;
50/50;10;True;0.02995586395263672;0.00039786577224731445;0.039835214614868164;0.00047111367770558805;85.73332786560059;100;97;0.97;50;48;1;0.96;50;49;2;0.98;181980;93664;0.514693922409056;154296;79902;13922;0.517848810079328;27684;13762;74394;0.49711024418436645;40;6;34;
50/50;20;False;0.029216527938842773;0.00035526275634765623;0.03557944297790527;0.0003694788703998113;67.23785972595215;100;99;0.99;50;50;1;1.0;50;49;0;0.98;181980;112342;0.6173315748983405;154296;102852;18194;0.6665888940737285;27684;9490;51444;0.3427972836295333;45071;6978;38093;
50/50;20;True;0.02955174446105957;0.0003697991371154785;0.037021636962890625;0.0004413983404983569;80.32572269439697;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;93285;0.5126112759643917;154296;79554;13953;0.5155934048841189;27684;13731;74742;0.4959904638058084;9093;1471;7622;
50/50;25;False;0.02813410758972168;0.00033865928649902345;0.033921003341674805;0.0003470543073106433;63.15700125694275;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;115340;0.6338059127376635;154296;106360;18704;0.6893244154093431;27684;8980;47936;0.3243750903048692;64135;9749;54386;
50/50;25;True;0.028560400009155273;0.0003482246398925781;0.034865379333496094;0.00040134472275241443;73.03675746917725;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;107768;0.5921969447191999;154296;97250;17166;0.6302820552703894;27684;10518;57046;0.3799306458604248;44725;6758;37967;
50/50;30;False;0.028176546096801758;0.00033803939819335936;0.03384709358215332;0.00034409152346530423;62.6178240776062;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;121113;0.6655291790306627;154296;113666;20237;0.7366749624099134;27684;7447;40630;0.2690001444877908;85568;12919;72649;
50/50;30;True;0.03147459030151367;0.0003406810760498047;0.034125328063964844;0.00038582871203658893;70.21316719055176;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;115219;0.6331410045059896;154296;106548;19013;0.690542852698709;27684;8671;47748;0.31321340846698453;70828;10695;60133;
50/50;50;False;0.02741384506225586;0.00033994913101196287;0.034046173095703125;0.0003386664775743997;61.63058543205261;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;145948;0.8020002198043741;154296;144138;25874;0.9341655000777725;27684;1810;10158;0.06538072532870973;158044;24105;133939;
50/50;50;True;0.031222105026245117;0.0003269743919372559;0.03275418281555176;0.0003449346825557432;62.77127456665039;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;145832;0.8013627871194636;154296;143991;25843;0.933212785814279;27684;1841;10305;0.06650050570726773;157785;24062;133723;
50/50;100;False;0.026055335998535156;0.0002940773963928223;0.0294492244720459;0.0002982334168825402;54.27258825302124;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;154018;0.8463457522804704;154296;153942;27608;0.9977057085083216;27684;76;354;0.0027452680248519;181138;27543;153595;
50/50;100;True;0.02576732635498047;0.0002915048599243164;0.029205322265625;0.00030374034366341445;55.274714946746826;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;154018;0.8463457522804704;154296;153942;27608;0.9977057085083216;27684;76;354;0.0027452680248519;181138;27543;153595;
75/75;1;False;0.13934564590454102;0.0007918278376261393;0.11881899833679199;0.0008341824327589543;151.76286339759827;150;76;0.5066666666666667;75;75;74;1.0;75;1;0;0.013333333333333334;181930;152460;0.83801462100808;154271;152099;27298;0.9859208794912848;27659;361;2172;0.013051809537582703;170098;26046;144052;
75/75;1;True;0.091644287109375;0.006750052769978841;1.0126254558563232;0.006029959062559415;1097.0316123962402;150;89;0.5933333333333334;75;54;40;0.72;75;35;21;0.4666666666666667;181930;100952;0.554894739735063;154271;87861;14568;0.5695237601363834;27659;13091;66410;0.4732998300733938;0;0;0;
75/75;2;False;0.06686806678771973;0.0006556924184163411;0.09841036796569824;0.0005974363390873743;108.6916606426239;150;85;0.5666666666666667;75;75;65;1.0;75;10;0;0.13333333333333333;181930;146501;0.8052602649370637;154271;144309;25467;0.9354253229706166;27659;2192;9962;0.07925087674897863;153016;23403;129613;
75/75;2;True;0.06862998008728027;0.0028421624501546224;0.42636799812316895;0.002498424374918963;454.538498878479;150;97;0.6466666666666666;75;57;35;0.76;75;40;18;0.5333333333333333;181930;104487;0.5743252899466827;154271;92049;15221;0.5966707936034641;27659;12438;62222;0.4496908781951625;0;0;0;
75/75;3;False;0.0590367317199707;0.0005751260121663412;0.08641934394836426;0.00050607836673057;92.07090353965759;150;92;0.6133333333333333;75;75;58;1.0;75;17;0;0.22666666666666666;181930;142890;0.7854119716374429;154271;139953;24722;0.9071892967570055;27659;2937;14318;0.1061860515564554;136012;20917;115095;
75/75;3;True;0.05851435661315918;0.0015469710032145181;0.23208999633789062;0.001469559490742943;267.35768699645996;150;110;0.7333333333333333;75;60;25;0.8;75;50;15;0.6666666666666666;181930;101782;0.5594569339855988;154271;88696;14573;0.574936313370627;27659;13086;65575;0.47311905708810875;0;0;0;
75/75;4;False;0.05497312545776367;0.00048191229502360025;0.07233524322509766;0.00046749301342798266;85.05112719535828;150;93;0.62;75;75;57;1.0;75;18;0;0.24;181930;141071;0.7754136206233166;154271;137798;24386;0.8932203719428797;27659;3273;16473;0.11833399616761271;127142;19739;107403;
75/75;4;True;0.0577089786529541;0.0011987638473510741;0.17987751960754395;0.0011191903309687625;203.6143798828125;150;119;0.7933333333333333;75;63;19;0.84;75;56;12;0.7466666666666667;181930;105986;0.5825647226955423;154271;94064;15737;0.6097322244621478;27659;11922;60207;0.43103510611374235;0;0;0;
75/75;5;False;0.05261373519897461;0.00043785889943440755;0.06572937965393066;0.00044821932652230797;81.54459309577942;150;101;0.6733333333333333;75;75;49;1.0;75;26;0;0.3466666666666667;181930;137295;0.7546583850931677;154271;133087;23451;0.8626832003422549;27659;4208;21184;0.15213854441592248;106239;16567;89672;
75/75;5;True;0.056194305419921875;0.0008606100082397461;0.12915849685668945;0.0008454202576912315;153.8073697090149;150;123;0.82;75;64;16;0.8533333333333334;75;59;11;0.7866666666666666;181930;99146;0.5449678447754631;154271;85823;14336;0.5563132409850199;27659;13323;68448;0.4816876965906215;0;0;0;
75/75;6;False;0.05403923988342285;0.000455322265625;0.06836533546447754;0.00042263585188505066;76.89018893241882;150;108;0.72;75;75;42;1.0;75;33;0;0.44;181930;131608;0.7233991095476282;154271;125749;21800;0.8151175528777281;27659;5859;28522;0.21182978415705556;100324;15218;85106;
75/75;6;True;0.048478126525878906;0.0006967830657958984;0.10455942153930664;0.0007426461031757598;135.10966777801514;150;125;0.8333333333333334;75;62;12;0.8266666666666667;75;63;13;0.84;181930;92424;0.5080195679657011;154271;77403;12638;0.5017339616648625;27659;15021;76868;0.5430782023934343;0;0;0;
75/75;7;False;0.04723334312438965;0.00040541966756184897;0.060866355895996094;0.0004166667328904095;75.80422592163086;150;118;0.7866666666666666;75;75;32;1.0;75;43;0;0.5733333333333334;181930;120936;0.6647391854009784;154271;112868;19591;0.7316216268773781;27659;8068;41403;0.29169528905600345;78175;11966;66209;
75/75;7;True;0.04828333854675293;0.0006222661336263021;0.09339356422424316;0.0006303954974962736;114.68790483474731;150;134;0.8933333333333333;75;68;9;0.9066666666666666;75;66;7;0.88;181930;98141;0.5394437420986093;154271;84781;14299;0.5495588931166584;27659;13360;69490;0.4830254166817311;0;0;0;
75/75;8;False;0.04883003234863281;0.0004243135452270508;0.06369709968566895;0.0004074057063386471;74.11937499046326;150;126;0.84;75;75;24;1.0;75;51;0;0.68;181930;111758;0.6142912109052933;154271;101900;17801;0.6605259575681754;27659;9858;52371;0.35641201778806175;66367;10165;56202;
75/75;8;True;0.045972347259521484;0.0005292113622029622;0.07944321632385254;0.0005754927703495935;104.69946551322937;150;141;0.94;75;69;3;0.92;75;72;6;0.96;181930;88543;0.48668718737976147;154271;73199;12315;0.4744832146028742;27659;15344;81072;0.5547561372428504;0;0;0;
75/75;9;False;0.04584217071533203;0.00039069493611653647;0.05865287780761719;0.00039101114033512576;71.13672304153442;150;132;0.88;75;75;18;1.0;75;57;0;0.76;181930;104689;0.5754356071016326;154271;93200;16170;0.604131690337134;27659;11489;61071;0.4153801655880545;58564;8869;49695;
75/75;9;True;0.04745626449584961;0.0005129130681355795;0.07699418067932129;0.0005351665826861542;97.36290431022644;150;142;0.9466666666666667;75;68;1;0.9066666666666666;75;74;7;0.9866666666666667;181930;87099;0.4787500687077447;154271;71492;12052;0.4634182704461629;27659;15607;82779;0.5642647962688456;4;0;4;
75/75;10;False;0.047525882720947266;0.0003811454772949219;0.05761456489562988;0.0003916374880767069;71.25065922737122;150;130;0.8666666666666667;75;75;20;1.0;75;55;0;0.7333333333333333;181930;115906;0.6370911889188149;154271;106700;18453;0.6916400360404742;27659;9206;47571;0.33283922050688747;59431;9117;50314;
75/75;10;True;0.04817533493041992;0.0005049784978230794;0.07581138610839844;0.000515384513667527;93.76396250724792;150;143;0.9533333333333334;75;72;4;0.96;75;71;3;0.9466666666666667;181930;94230;0.5179464629253009;154271;79986;13415;0.5184772251427683;27659;14244;74285;0.5149860804801331;23;4;19;
75/75;20;False;0.04406380653381348;0.00036217689514160155;0.054383277893066406;0.00037043117175544917;67.39259791374207;150;148;0.9866666666666667;75;75;2;1.0;75;73;0;0.9733333333333334;181930;116213;0.6387786511295553;154271;107281;18727;0.6954061359555588;27659;8932;46990;0.3229328609132651;45192;6931;38261;
75/75;20;True;0.045218467712402344;0.00037616570790608724;0.05648159980773926;0.00044724909408603723;81.36809396743774;150;149;0.9933333333333333;75;74;0;0.9866666666666667;75;75;1;1.0;181930;100617;0.5530533721761117;154271;88137;15179;0.5713128196485405;27659;12480;66134;0.4512093712715572;7097;1113;5984;
75/75;25;False;0.04397726058959961;0.00036296844482421877;0.05450797080993652;0.00036404835400046415;66.23136901855469;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;113727;0.6251140548562634;154271;104233;18165;0.675648696125649;27659;9494;50038;0.343251744459308;54398;8257;46141;
75/75;25;True;0.043503522872924805;0.00037356376647949217;0.0560765266418457;0.00041687195266851957;75.841557264328;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;102858;0.5653712966525587;154271;91152;15953;0.5908563501889532;27659;11706;63119;0.423225713149427;30025;4654;25371;
75/75;30;False;0.04151558876037598;0.000339964230855306;0.05104970932006836;0.0003538903098158018;64.38331389427185;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;118155;0.6494530863518936;154271;109981;19485;0.7129078050962268;27659;8174;44290;0.29552767634404714;72466;11232;61234;
75/75;30;True;0.04442310333251953;0.0003499062856038411;0.05253124237060547;0.00040223005349630965;73.17776870727539;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;110140;0.6053976804265376;154271;100206;17725;0.6495452807073268;27659;9934;54065;0.35915976716439496;51363;7915;43448;
75/75;50;False;0.04573225975036621;0.00034320990244547525;0.05153322219848633;0.00034208506360491984;62.235591650009155;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;143085;0.7864838124553399;154271;140563;25137;0.9111433775628601;27659;2522;13708;0.09118189377779384;150009;22838;127171;
75/75;50;True;0.041416168212890625;0.00034031073252360024;0.051100969314575195;0.0003504102110685815;63.750192642211914;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;142650;0.7840927829384928;154271;139998;25007;0.9074809912426833;27659;2652;14273;0.0958819913952059;149190;22692;126498;
75/75;100;False;0.03867650032043457;0.0003157583872477214;0.047431230545043945;0.000309072257411858;56.22957468032837;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;153890;0.8458747870059913;154271;153793;27562;0.9969015563521336;27659;97;478;0.0035069959145305326;180757;27473;153284;
75/75;100;True;0.04347658157348633;0.00031771500905354816;0.047716617584228516;0.00030943570912575594;56.295698404312134;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;153890;0.8458747870059913;154271;153793;27562;0.9969015563521336;27659;97;478;0.0035069959145305326;180757;27473;153284;
86/14;1;False;0.12195086479187012;0.0009217667579650879;0.09222626686096191;0.000850516554418141;154.77707624435425;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;110398;16366;94032;
86/14;1;True;0.06429791450500488;0.0019109773635864258;0.19115948677062988;0.0018129989974825496;329.9296555519104;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;0;0;0;
86/14;2;False;0.04550004005432129;0.0005828332901000976;0.05833935737609863;0.000590534611892826;107.46553802490234;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;154255;0.8476480931970546;154260;154251;27716;0.9999416569428238;27720;4;9;0.0001443001443001443;44866;7095;37771;
86/14;2;True;0.04530692100524902;0.0009050512313842773;0.09057402610778809;0.0008260441305925852;150.323579788208;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;154255;0.8476480931970546;154260;154251;27716;0.9999416569428238;27720;4;9;0.0001443001443001443;0;0;0;
86/14;3;False;0.04043722152709961;0.0004963254928588867;0.04968523979187012;0.000509643714524112;92.74502658843994;100;89;0.89;86;86;11;1.0;14;3;0;0.21428571428571427;181980;153832;0.8453236619408726;154260;153737;27625;0.9966096201218722;27720;95;523;0.003427128427128427;23948;3704;20244;
86/14;3;True;0.039586544036865234;0.0006688976287841797;0.06695055961608887;0.0006109599229175581;111.18253374099731;100;89;0.89;86;86;11;1.0;14;3;0;0.21428571428571427;181980;153830;0.8453126717221673;154260;153735;27625;0.9965966549980553;27720;95;525;0.003427128427128427;0;0;0;
86/14;4;False;0.03936886787414551;0.00045430660247802734;0.04547715187072754;0.00047214231670315496;85.9209988117218;100;91;0.91;86;86;9;1.0;14;5;0;0.35714285714285715;181980;153925;0.8458347071106715;154260;153860;27655;0.9974069752366135;27720;65;400;0.002344877344877345;16211;2538;13673;
86/14;4;True;0.036397695541381836;0.0005391144752502441;0.05395841598510742;0.0005179743502661217;94.26103115081787;100;91;0.91;86;86;9;1.0;14;5;0;0.35714285714285715;181980;153924;0.8458292120013188;154260;153859;27655;0.9974004926747051;27720;65;401;0.002344877344877345;0;0;0;
