data_distribution;tuple_size;bleaching_active;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;
86/14;20;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;141966;0.7801186943620178;154260;139212;24966;0.9024504084014002;27720;2754;15048;0.09935064935064936;
86/14;20;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;147376;0.8098472359599956;154260;145768;26112;0.9449500842733048;27720;1608;8492;0.05800865800865801;
86/14;25;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;120525;0.6622980547312891;154260;112810;20005;0.7312978088940749;27720;7715;41450;0.2783189033189033;
86/14;25;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;124734;0.6854269699967029;154260;117994;20980;0.7649034098275639;27720;6740;36266;0.24314574314574314;
86/14;30;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;100818;0.5540059347181009;154260;89135;16037;0.5778231557111371;27720;11683;65125;0.4214646464646465;
86/14;30;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;103545;0.5689910979228486;154260;92421;16596;0.599124854142357;27720;11124;61839;0.4012987012987013;
86/14;50;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;42571;0.23393230025277503;154260;18131;3280;0.11753532996240114;27720;24440;136129;0.8816738816738817;
86/14;50;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;42571;0.23393230025277503;154260;18131;3280;0.11753532996240114;27720;24440;136129;0.8816738816738817;
86/14;100;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;28161;0.15474777448071217;154260;538;97;0.0034876183067548295;27720;27623;153722;0.9965007215007216;
86/14;100;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;28161;0.15474777448071217;154260;538;97;0.0034876183067548295;27720;27623;153722;0.9965007215007216;
