data_distribution;tuple_size;bleaching_active;total_training_time;avg_in_sample_evaluation_time;total_in_sample_evaluation_time;avg_out_sample_evaluation_time;total_out_sample_evaluation_time;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;total_ties;ties_for_zeros;ties_for_ones
500/500;2;False;9.306935548782349;0.014067465543746948;14.069916248321533;0.014327625240420083;95.78177547454834;1000;903;0.903;500;403;0;0.806;500;500;97;1.0;6685;3021;0.4519072550486163;5726;2421;359;0.4228082431016416;959;600;3305;0.6256517205422315;2286;370;1916;
500/500;2;True;10.019543409347534;0.0217331645488739;21.73523187637329;0.02284191416196174;152.698974609375;1000;932;0.932;500;475;43;0.95;500;457;25;0.914;6685;3872;0.5792071802543006;5726;3456;543;0.6035626964722319;959;416;2270;0.4337851929092805;0;0;0;
500/500;5;False;7.937313795089722;0.01123827862739563;11.239734411239624;0.011221175204486034;75.01483297348022;1000;946;0.946;500;446;0;0.892;500;500;54;1.0;6685;3065;0.45848915482423336;5726;2469;363;0.43119105833042265;959;596;3257;0.62148070907195;1961;316;1645;
500/500;5;True;8.358123302459717;0.014474103212356567;14.475922107696533;0.01623427866106169;108.52689719200134;1000;968;0.968;500;486;18;0.972;500;482;14;0.964;6685;3791;0.5670905011219147;5726;3352;520;0.5853999301432065;959;439;2374;0.45776850886339937;0;0;0;
500/500;8;False;7.045280694961548;0.00918059253692627;9.181619644165039;0.00949336300167292;63.46483564376831;1000;970;0.97;500;470;0;0.94;500;500;30;1.0;6685;3159;0.4725504861630516;5726;2594;394;0.4530213063220398;959;565;3132;0.5891553701772679;1684;264;1420;
500/500;8;True;7.104648113250732;0.01004082751274109;10.041532754898071;0.012058650974738749;80.61271023750305;1000;976;0.976;500;490;14;0.98;500;486;10;0.972;6685;3797;0.5679880329094988;5726;3363;525;0.5873209919664687;959;434;2363;0.45255474452554745;0;0;0;
500/500;10;False;6.853927373886108;0.00919705843925476;9.200223684310913;0.008988023999028002;60.08653402328491;1000;978;0.978;500;478;0;0.956;500;500;22;1.0;6685;3145;0.4704562453253553;5726;2591;405;0.452497380370241;959;554;3135;0.5776850886339937;1593;229;1364;
500/500;10;True;7.16435432434082;0.010003849983215332;10.005266904830933;0.011072317129119439;74.01935386657715;1000;986;0.986;500;496;10;0.992;500;490;4;0.98;6685;3763;0.5629020194465221;5726;3312;508;0.5784142507858889;959;451;2414;0.470281543274244;0;0;0;
