data_distribution;tuple_size;bleaching_active;total_training_time;avg_in_sample_evaluation_time;total_in_sample_evaluation_time;avg_out_sample_evaluation_time;total_out_sample_evaluation_time;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;total_ties;ties_for_zeros;ties_for_ones
5/5;100;False;0.0027146339416503906;0.00029265880584716797;0.002959012985229492;0.0002993796850839203;54.50812864303589;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;27733;0.15232053605756027;154341;4;0;2.5916639130237592e-05;27729;27729;154337;1.0;182062;27728;154334;
5/5;100;True;0.002756357192993164;0.00030171871185302734;0.0030472278594970703;0.0003009873913102719;54.80083227157593;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;27733;0.15232053605756027;154341;4;0;2.5916639130237592e-05;27729;27729;154337;1.0;182062;27728;154334;
10/10;1;False;0.024158239364624023;0.0008392095565795899;0.016851425170898438;0.0008151937615382964;148.4142472743988;20;15;0.75;10;5;0;0.5;10;10;5;1.0;182060;81291;0.44650664616060637;154336;65358;11791;0.4234786439975119;27724;15933;88978;0.5747006204010965;57645;8778;48867;
10/10;1;True;0.012192964553833008;0.0014666676521301269;0.029377222061157227;0.0012853730435975368;234.0150921344757;20;17;0.85;10;10;3;1.0;10;7;0;0.7;182060;112686;0.6189497967702955;154336;103432;18470;0.6701741654571843;27724;9254;50904;0.3337902178617804;0;0;0;
10/10;2;False;0.00849008560180664;0.0005808949470520019;0.011672258377075195;0.000593285434628193;108.0136067867279;20;19;0.95;10;9;0;0.9;10;10;1;1.0;182060;105877;0.581550038448863;154336;94721;16568;0.6137323761144516;27724;11156;59615;0.40239503679122784;24939;3900;21039;
10/10;2;True;0.008804559707641602;0.0008180379867553711;0.016421794891357422;0.0007222145713974615;131.48645281791687;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;115119;0.6323135230143908;154336;106058;18663;0.687188990255028;27724;9061;48278;0.32682874044149474;0;0;0;
10/10;3;False;0.010056495666503906;0.0005781054496765137;0.011643171310424805;0.0005110010450703226;93.03291726112366;20;19;0.95;10;9;0;0.9;10;10;1;1.0;182060;97427;0.5351367680984291;154336;84044;14341;0.5445521459672403;27724;13383;70292;0.482722550858462;29974;4792;25182;
10/10;3;True;0.007706403732299805;0.0006319403648376465;0.012689828872680664;0.0006184677808975946;112.59831237792969;20;19;0.95;10;10;1;1.0;10;9;0;0.9;182060;108947;0.598412611227068;154336;98373;17150;0.6373950342110719;27724;10574;55963;0.38140239503679124;0;0;0;
10/10;4;False;0.007162570953369141;0.00046100616455078123;0.009270429611206055;0.0004660777412874678;84.85418653488159;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;96018;0.5273975612435461;154336;82787;14493;0.5364075782707858;27724;13231;71549;0.4772399365170971;24006;3605;20401;
10/10;4;True;0.00807952880859375;0.0005370497703552247;0.010799646377563477;0.0005418220758569067;98.6444993019104;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;105101;0.5772877073492255;154336;93825;16448;0.607926860874974;27724;11276;60511;0.40672341653441063;0;0;0;
10/10;5;False;0.006802558898925781;0.0004523634910583496;0.009093046188354492;0.00043968671392008955;80.04941534996033;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;89979;0.4942271778534549;154336;75272;13017;0.48771511507360565;27724;14707;79064;0.5304790073582456;21813;3290;18523;
10/10;5;True;0.007652759552001953;0.0004456639289855957;0.008966445922851562;0.000497960117142711;90.65868806838989;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;98329;0.5400911787322861;154336;85320;14715;0.5528198216877462;27724;13009;69016;0.46923243399220893;0;0;0;
10/10;6;False;0.006482839584350586;0.00040596723556518555;0.008166074752807617;0.00041769407718218016;76.04543566703796;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;103976;0.5711084257936944;154336;92729;16477;0.6008254716981132;27724;11247;61607;0.40567739142980813;18834;2912;15922;
10/10;6;True;0.007000446319580078;0.00047061443328857424;0.00946497917175293;0.00046597845172222064;84.83609676361084;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;110556;0.6072503570251565;154336;100752;17920;0.6528094546962472;27724;9804;53584;0.35362862501803494;5;1;4;
10/10;7;False;0.006548881530761719;0.00040203332901000977;0.008094072341918945;0.0004096331864048672;74.57786345481873;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;87058;0.47818301658793805;154336;71915;12581;0.4659638710346258;27724;15143;82421;0.5462054537584764;18869;2928;15941;
10/10;7;True;0.0064928531646728516;0.00039788484573364256;0.00798940658569336;0.00045189142855761875;82.27141976356506;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;96640;0.5308140173569154;154336;83617;14701;0.5417854551109268;27724;13023;70719;0.4697374116289136;8;0;8;
10/10;8;False;0.0063724517822265625;0.00039056539535522463;0.007845401763916016;0.000396940631682069;72.26707649230957;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;97687;0.5365648687245963;154336;85097;15134;0.5513749222475638;27724;12590;69239;0.4541191747222623;20407;3136;17271;
10/10;8;True;0.0065653324127197266;0.00043108463287353513;0.008681058883666992;0.00044274438832679137;80.60609841346741;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;106280;0.5837635944194222;154336;95504;16948;0.6188057225793074;27724;10776;58832;0.3886885009378156;98;14;84;
10/10;9;False;0.006421089172363281;0.00040576457977294924;0.008183956146240234;0.00038997440512044394;70.99880051612854;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;94363;0.5183071514885202;154336;81082;14443;0.5253602529545925;27724;13281;73254;0.4790434280767566;22241;3484;18757;
10/10;9;True;0.0063533782958984375;0.0003892064094543457;0.00782632827758789;0.0004370711903434317;79.57325863838196;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;102570;0.5633856970229595;154336;91065;16219;0.5900438005390836;27724;11505;63271;0.41498340787765114;214;33;181;
10/10;10;False;0.0061647891998291016;0.00037212371826171874;0.007483720779418945;0.0003822779584740278;69.59759306907654;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;92184;0.506338569702296;154336;78094;13634;0.505999896330085;27724;14090;76242;0.5082239215120473;22646;3606;19040;
10/10;10;True;0.006394147872924805;0.00038464069366455077;0.007739067077636719;0.0004285128342113979;78.01510095596313;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;101612;0.558123695485005;154336;89629;15741;0.580739425668671;27724;11983;64707;0.43222478718799595;1046;163;883;
10/10;20;False;0.005917787551879883;0.00034737586975097656;0.007279157638549805;0.00036017748728880684;65.57396173477173;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;75301;0.4136054048116006;154336;57362;9785;0.37166960398092475;27724;17939;96974;0.6470567017746357;54034;8665;45369;
10/10;20;True;0.005959987640380859;0.0003559350967407227;0.00715327262878418;0.0003948626172001724;71.88874936103821;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;77305;0.42461276502252004;154336;59804;10223;0.3874922247563757;27724;17501;94532;0.6312581157120185;48310;7741;40569;
10/10;25;False;0.005814313888549805;0.0003355860710144043;0.0067446231842041016;0.0003498323445894764;63.69053411483765;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;56763;0.3117818301658794;154336;35000;5961;0.22677793904208998;27724;21763;119336;0.7849877362573943;110941;17130;93811;
10/10;25;True;0.0058782100677490234;0.0005042314529418946;0.010139226913452148;0.0003578689168288683;65.1536819934845;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;58306;0.3202570581127101;154336;36864;6282;0.238855484138503;27724;21442;117472;0.7734093204443803;108346;16739;91607;
10/10;30;False;0.00597071647644043;0.0003525495529174805;0.007086992263793945;0.00034364126258455344;62.563385248184204;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;44158;0.24254641327035042;154336;19832;3398;0.1284988596309351;27724;24326;134504;0.8774347136055404;143125;22026;121099;
10/10;30;True;0.00588536262512207;0.00033781528472900393;0.006802797317504883;0.0003516956474654533;64.02976942062378;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;44158;0.24254641327035042;154336;19832;3398;0.1284988596309351;27724;24326;134504;0.8774347136055404;143125;22026;121099;
10/10;50;False;0.005705833435058594;0.0003352999687194824;0.006742954254150391;0.00033514891091931015;61.017573833465576;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;30035;0.16497308579589146;154336;2767;456;0.017928415923698943;27724;27268;151569;0.9835521569759054;176611;26927;149684;
10/10;50;True;0.00585627555847168;0.00033428668975830076;0.006770610809326172;0.0003352597403314157;61.037450075149536;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;30035;0.16497308579589146;154336;2767;456;0.017928415923698943;27724;27268;151569;0.9835521569759054;176611;26927;149684;
10/10;100;False;0.005487680435180664;0.00028961896896362305;0.005827903747558594;0.0003011462990430689;54.82674765586853;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;27812;0.15276282544216194;154336;110;22;0.0007127306655608542;27724;27702;154226;0.9992064637137498;181916;27697;154219;
10/10;100;True;0.0053288936614990234;0.00029691457748413084;0.005982160568237305;0.0002974025498350073;54.145180463790894;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;27812;0.15276282544216194;154336;110;22;0.0007127306655608542;27724;27702;154226;0.9992064637137498;181916;27697;154219;
20/20;1;False;0.052712440490722656;0.0008958935737609863;0.03589797019958496;0.0008135990333200889;148.10762429237366;40;29;0.725;20;9;0;0.45;20;20;11;1.0;182040;73703;0.4048725554823116;154326;56481;10492;0.36598499280743363;27714;17222;97845;0.6214187775131702;101505;15046;86459;
20/20;1;True;0.02267289161682129;0.002255702018737793;0.09027409553527832;0.0018573943952025227;338.12020087242126;40;30;0.75;20;20;10;1.0;20;10;0;0.5;182040;127079;0.6980828389364975;154326;120959;21594;0.7837888625377448;27714;6120;33367;0.22082701883524572;0;0;0;
20/20;2;False;0.017841577529907227;0.0006399571895599366;0.025988101959228516;0.0006067012134842023;110.44394254684448;40;33;0.825;20;13;0;0.65;20;20;7;1.0;182040;85295;0.46855086794111184;154326;70052;12471;0.45392221660640464;27714;15243;84274;0.5500108248538644;66103;10033;56070;
20/20;2;True;0.020302534103393555;0.001151794195175171;0.04613351821899414;0.0009600233125361838;174.7627305984497;40;37;0.925;20;20;3;1.0;20;17;0;0.85;182040;113827;0.6252856515051637;154326;104520;18407;0.6772676023482758;27714;9307;49806;0.3358230497221621;0;0;0;
20/20;3;False;0.014905452728271484;0.0005090236663818359;0.020415306091308594;0.0005116480061102113;93.14048480987549;40;35;0.875;20;15;0;0.75;20;20;5;1.0;182040;95839;0.5264722039112283;154326;82647;14522;0.5355351658178142;27714;13192;71679;0.4760049072670852;56863;8840;48023;
20/20;3;True;0.01565837860107422;0.000737452507019043;0.02956700325012207;0.0007289552408321903;132.6991159915924;40;39;0.975;20;20;1;1.0;20;19;0;0.95;182040;112281;0.6167930125247199;154326;102349;17782;0.6631999792646734;27714;9932;51977;0.35837482860648046;0;0;0;
20/20;4;False;0.014518260955810547;0.0004768669605255127;0.019118547439575195;0.00046708076583293996;85.02744126319885;40;36;0.9;20;16;0;0.8;20;20;4;1.0;182040;90672;0.4980883322346737;154326;76222;13264;0.4939025180462139;27714;14450;78104;0.5213971278054413;41725;6465;35260;
20/20;4;True;0.014780998229980469;0.000571131706237793;0.022909164428710938;0.000602581249019964;109.69398021697998;40;39;0.975;20;19;0;0.95;20;20;1;1.0;182040;104860;0.5760272467589541;154326;93332;16186;0.6047717170146314;27714;11528;60994;0.41596305116547594;0;0;0;
20/20;5;False;0.013787031173706055;0.00045245885848999023;0.018143892288208008;0.0004459429392314853;81.17950701713562;40;39;0.975;20;19;0;0.95;20;20;1;1.0;182040;85634;0.47041309602285214;154326;70193;12273;0.45483586693104205;27714;15441;84133;0.5571552284044166;36061;5485;30576;
20/20;5;True;0.0137786865234375;0.0004607558250427246;0.018476247787475586;0.0005427320811335162;98.79900598526001;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;93675;0.5145847066578774;154326;79803;13842;0.5171066443761907;27714;13872;74523;0.5005412426932236;0;0;0;
20/20;6;False;0.013403654098510742;0.00041434168815612793;0.01663374900817871;0.0004225826818742377;76.92701244354248;40;39;0.975;20;19;0;0.95;20;20;1;1.0;182040;81961;0.4502362118215777;154326;65606;11359;0.4251130723274108;27714;16355;88720;0.5901349498448437;29531;4484;25047;
20/20;6;True;0.012899160385131836;0.00042188167572021484;0.016944169998168945;0.0005038899959927993;91.72819972038269;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;93101;0.5114315535047242;154326;79152;13765;0.5128883013879709;27714;13949;75174;0.5033196218517717;0;0;0;
20/20;7;False;0.01311492919921875;0.00039966702461242677;0.0160369873046875;0.0004095811826583973;74.56022763252258;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;87040;0.47813667325862447;154326;71801;12475;0.46525536850563093;27714;15239;82525;0.5498664934690048;25231;4034;21197;
20/20;7;True;0.012652397155761719;0.0004029393196105957;0.016158103942871094;0.0004692030985049954;85.4138023853302;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;92071;0.5057734563832125;154326;77917;13560;0.5048857613104726;27714;14154;76409;0.5107166053258281;3;1;2;
20/20;8;False;0.012677907943725586;0.0004010021686553955;0.0160982608795166;0.00040100983566463555;72.99988174438477;40;39;0.975;20;19;0;0.95;20;20;1;1.0;182040;83101;0.45649857174247416;154326;66860;11473;0.4332387284061014;27714;16241;87466;0.5860215053763441;25678;3965;21713;
20/20;8;True;0.012979984283447266;0.0004057586193084717;0.01660609245300293;0.00045986770535793654;83.71437096595764;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;90112;0.4950120852559877;154326;75423;13025;0.4887251662066016;27714;14689;78903;0.5300209280508047;15;0;15;
20/20;9;False;0.012701034545898438;0.0003902614116668701;0.015660524368286133;0.0003949651480297339;71.89950752258301;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;80795;0.44383102614809933;154326;64159;11078;0.41573681686818814;27714;16636;90167;0.6002742296312333;27286;4306;22980;
20/20;9;True;0.012351274490356445;0.0004257082939147949;0.01708388328552246;0.00045178966636423015;82.24386763572693;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;87003;0.47793342122610416;154326;71638;12349;0.4641991628111919;27714;15365;82688;0.5544129320920834;50;8;42;
20/20;10;False;0.01204228401184082;0.000372469425201416;0.014948129653930664;0.00038517171198183353;70.11673045158386;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;76151;0.4183201494177104;154326;58322;9885;0.377914285344012;27714;17829;96004;0.6433210651656203;27289;4237;23052;
20/20;10;True;0.01256418228149414;0.0003913462162017822;0.015712738037109375;0.0004388336702064744;79.88534879684448;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;81176;0.445923972753241;154326;64349;10887;0.41696797688011095;27714;16827;89977;0.607166053258281;106;20;86;
20/20;20;False;0.01208639144897461;0.0003937125205993652;0.01580500602722168;0.000361763283698749;65.85544276237488;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;69557;0.3820973412436827;154326;50024;8181;0.3241449917706673;27714;19533;104302;0.704806235115826;45781;7074;38707;
20/20;20;True;0.012762069702148438;0.00037397146224975585;0.015019416809082031;0.00041432792840227143;75.42471027374268;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;72502;0.39827510437266533;154326;53497;8709;0.346649300830709;27714;19005;100829;0.6857544923143537;27795;4369;23426;
20/20;25;False;0.01131296157836914;0.00033356547355651857;0.013379096984863281;0.00034909659468244914;63.54960250854492;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;61699;0.3389310041749066;154326;40736;6751;0.26396070655625103;27714;20963;113590;0.7564047052031464;83225;12777;70448;
20/20;25;True;0.011558771133422852;0.0003459036350250244;0.013891935348510742;0.00037780816516779826;68.77626514434814;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;63297;0.34770929466051415;154326;42641;7058;0.27630470562316134;27714;20656;111685;0.7453272714151692;76519;11765;64754;
20/20;30;False;0.011582374572753906;0.0003416955471038818;0.013718843460083008;0.0003440416218081403;62.629382610321045;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;53211;0.29230388925510875;154326;30534;5037;0.19785389370553244;27714;22677;123792;0.8182507036155012;109174;16838;92336;
20/20;30;True;0.011996984481811523;0.0003765404224395752;0.015128374099731445;0.00036451453115881943;66.35628581047058;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;53212;0.292309382553285;154326;30535;5037;0.19786037349506888;27714;22677;123791;0.8182507036155012;108861;16795;92066;
20/20;50;False;0.011235237121582031;0.0003315925598144531;0.013322591781616211;0.0003376406487515407;61.4641547203064;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;32142;0.17656558998022412;154326;5259;831;0.03407721317211617;27714;26883;149067;0.9700151547954102;171436;26187;145249;
20/20;50;True;0.011243343353271484;0.00034285783767700194;0.013759613037109375;0.0003411262395800509;62.09869313240051;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;32142;0.17656558998022412;154326;5259;831;0.03407721317211617;27714;26883;149067;0.9700151547954102;171436;26187;145249;
20/20;100;False;0.010622024536132812;0.00029125213623046873;0.011689424514770508;0.0003004445410958753;54.692976236343384;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;27931;0.15343331136014063;154326;264;47;0.0017106644376190662;27714;27667;154062;0.9983041062278992;181574;27648;153926;
20/20;100;True;0.010653018951416016;0.00029787421226501465;0.011967182159423828;0.0003015629683607517;54.89659023284912;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;27931;0.15343331136014063;154326;264;47;0.0017106644376190662;27714;27667;154062;0.9983041062278992;181574;27648;153926;
30/30;1;False;0.06916236877441406;0.0008431514104207357;0.05065798759460449;0.0008327416385507704;151.57572770118713;60;37;0.6166666666666667;30;7;0;0.23333333333333334;30;30;23;1.0;182020;51690;0.28397978244148997;154316;29097;5111;0.18855465408642008;27704;22593;125219;0.8155140051978054;147812;22593;125219;
30/30;1;True;0.03537321090698242;0.0032098134358723956;0.19263696670532227;0.0028290010889655036;514.9348390102386;60;42;0.7;30;28;16;0.9333333333333333;30;14;2;0.4666666666666667;182020;128644;0.7067574991759147;154316;122391;21451;0.7931193136162161;27704;6253;31925;0.22570747906439503;0;0;0;
30/30;2;False;0.02602410316467285;0.0006357550621032715;0.038191795349121094;0.0006038394554305006;109.91094589233398;60;45;0.75;30;15;0;0.5;30;30;15;1.0;182020;79227;0.4352653554554445;154316;61994;10471;0.40173410404624277;27704;17233;92322;0.6220401386081432;95243;14672;80571;
30/30;2;True;0.02775883674621582;0.0013632535934448241;0.08185911178588867;0.0012461510245295204;226.8251678943634;60;51;0.85;30;28;7;0.9333333333333333;30;23;2;0.7666666666666667;182020;119265;0.6552301944841227;154316;110739;19178;0.7176119132170352;27704;8526;43577;0.30775339301183946;0;0;0;
