algorithm;field_size;file_name;number_of_fields;number_of_observations;number_of_observations_smote;tuple_size;number_of_folds;avg_accuracy;list_accuracies
wisard;100;compact_Music_The_Arts_100.pickle;1.07;8847;15024;18;10;0.9790279627163783;[0.9567243675099867, 0.9687083888149135, 0.9753661784287616, 0.9693741677762983, 0.9573901464713716, 0.9640479360852197, 0.9993342210386151, 1.0, 0.9993342210386151, 1.0];
wisard;100;compact_Music_The_Arts_100.pickle;1.07;8847;15024;19;10;0.9798934753661784;[0.9593874833555259, 0.9727030625832224, 0.9766977363515313, 0.966711051930759, 0.9593874833555259, 0.9653794940079894, 0.9993342210386151, 1.0, 0.9993342210386151, 1.0];
wisard;100;compact_Music_The_Arts_100.pickle;1.07;8847;15024;20;10;0.9801597869507324;[0.96271637816245, 0.9660452729693741, 0.978029294274301, 0.9707057256990679, 0.9620505992010653, 0.9633821571238349, 1.0, 1.0, 0.9986684420772304, 1.0];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;2;10;0.8580722891566266;[0.8208835341365461, 0.8144578313253013, 0.7919678714859437, 0.7983935742971887, 0.8273092369477911, 0.8208835341365461, 0.9325301204819277, 0.9461847389558233, 0.8979919678714859, 0.9301204819277108];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;3;10;0.8774297188755019;[0.8329317269076305, 0.8265060240963855, 0.7959839357429719, 0.7807228915662651, 0.8417670682730923, 0.8216867469879519, 0.946987951807229, 0.9911646586345382, 0.9734939759036144, 0.9630522088353414];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;4;10;0.8852208835341365;[0.8329317269076305, 0.8224899598393575, 0.8112449799196787, 0.8024096385542169, 0.8313253012048193, 0.8216867469879519, 0.9654618473895582, 0.9975903614457832, 0.9799196787148594, 0.98714859437751];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;5;10;0.8889959839357429;[0.8393574297188755, 0.8345381526104417, 0.8208835341365461, 0.8200803212851405, 0.8409638554216867, 0.8417670682730923, 0.9646586345381526, 0.9775100401606426, 0.9823293172690764, 0.9678714859437751];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;6;10;0.898714859437751;[0.8385542168674699, 0.8329317269076305, 0.8361445783132531, 0.8321285140562249, 0.8602409638554217, 0.8401606425702811, 0.97429718875502, 0.9943775100401606, 0.9975903614457832, 0.980722891566265];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;7;10;0.9093172690763052;[0.8771084337349397, 0.8538152610441767, 0.8465863453815261, 0.8369477911646587, 0.8634538152610441, 0.8594377510040161, 0.9759036144578314, 0.9919678714859438, 0.993574297188755, 0.9943775100401606];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;8;10;0.9214457831325301;[0.8811244979919679, 0.8698795180722891, 0.8626506024096385, 0.8666666666666667, 0.8963855421686747, 0.8682730923694779, 0.9783132530120482, 0.9983935742971888, 0.9983935742971888, 0.9943775100401606];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;9;10;0.9252208835341366;[0.8843373493975903, 0.8803212851405623, 0.8746987951807229, 0.8714859437751004, 0.8931726907630522, 0.8779116465863454, 0.9823293172690764, 0.9991967871485944, 0.9927710843373494, 0.9959839357429718];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;10;10;0.9306024096385542;[0.8971887550200803, 0.8883534136546185, 0.8803212851405623, 0.8730923694779117, 0.9076305220883534, 0.8819277108433735, 0.9863453815261044, 0.9943775100401606, 0.9975903614457832, 0.9991967871485944];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;11;10;0.9402409638554218;[0.9076305220883534, 0.9004016064257028, 0.8963855421686747, 0.8883534136546185, 0.9172690763052209, 0.9092369477911647, 0.9855421686746988, 1.0, 0.9991967871485944, 0.9983935742971888];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;12;10;0.9455421686746988;[0.9253012048192771, 0.9092369477911647, 0.9004016064257028, 0.9044176706827309, 0.9220883534136546, 0.9100401606425703, 0.9863453815261044, 1.0, 0.9991967871485944, 0.9983935742971888];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;13;10;0.9514859437751003;[0.9373493975903614, 0.9204819277108434, 0.908433734939759, 0.9180722891566265, 0.9285140562248996, 0.9156626506024096, 0.9863453815261044, 1.0, 1.0, 1.0];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;14;10;0.9555823293172692;[0.9349397590361446, 0.9261044176706827, 0.9204819277108434, 0.9172690763052209, 0.9389558232931727, 0.9309236947791165, 0.9887550200803212, 1.0, 0.9991967871485944, 0.9991967871485944];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;15;10;0.957590361445783;[0.9397590361445783, 0.9261044176706827, 0.9269076305220884, 0.9236947791164659, 0.9373493975903614, 0.9357429718875502, 0.989558232931727, 0.9991967871485944, 0.9975903614457832, 1.0];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;16;10;0.9615261044176707;[0.9477911646586346, 0.9381526104417671, 0.927710843373494, 0.9317269076305221, 0.9477911646586346, 0.9357429718875502, 0.989558232931727, 1.0, 0.9967871485943776, 1.0];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;17;10;0.9637751004016064;[0.951004016064257, 0.9421686746987952, 0.9373493975903614, 0.934136546184739, 0.9502008032128514, 0.9349397590361446, 0.989558232931727, 0.9991967871485944, 0.9991967871485944, 1.0];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;18;10;0.9657831325301205;[0.951004016064257, 0.940562248995984, 0.9365461847389558, 0.9357429718875502, 0.9566265060240964, 0.946987951807229, 0.9911646586345382, 1.0, 0.9991967871485944, 1.0];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;19;10;0.9663453815261043;[0.9550200803212852, 0.9461847389558233, 0.9381526104417671, 0.9349397590361446, 0.9606425702811245, 0.9389558232931727, 0.9919678714859438, 1.0, 0.9975903614457832, 1.0];
wisard;100;compact_Special_Needs_100.pickle;1.07;7685;12452;20;10;0.967550200803213;[0.9590361445783132, 0.9453815261044177, 0.9413654618473896, 0.9397590361445783, 0.957429718875502, 0.9453815261044177, 0.989558232931727, 0.9991967871485944, 0.9983935742971888, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;2;10;0.9272277227722772;[0.9306930693069307, 0.9158415841584159, 0.9554455445544554, 0.9257425742574258, 0.9183168316831684, 0.8910891089108911, 0.9331683168316832, 0.9851485148514851, 0.9455445544554455, 0.8712871287128713];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;3;10;0.9492574257425744;[0.9356435643564357, 0.9257425742574258, 0.9702970297029703, 0.9282178217821783, 0.9257425742574258, 0.9504950495049505, 0.9678217821782178, 0.948019801980198, 0.9702970297029703, 0.9702970297029703];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;4;10;0.9596534653465346;[0.9455445544554455, 0.9282178217821783, 0.9653465346534653, 0.9381188118811881, 0.9331683168316832, 0.9554455445544554, 0.9628712871287128, 0.9876237623762376, 0.995049504950495, 0.9851485148514851];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;5;10;0.9653465346534652;[0.943069306930693, 0.9381188118811881, 0.9702970297029703, 0.948019801980198, 0.9356435643564357, 0.9653465346534653, 0.9851485148514851, 0.9925742574257426, 0.9900990099009901, 0.9851485148514851];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;6;10;0.9732673267326734;[0.9554455445544554, 0.948019801980198, 0.9801980198019802, 0.9603960396039604, 0.9554455445544554, 0.9702970297029703, 0.9876237623762376, 0.9876237623762376, 0.9925742574257426, 0.995049504950495];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;7;10;0.9757425742574257;[0.9579207920792079, 0.9504950495049505, 0.9876237623762376, 0.9579207920792079, 0.948019801980198, 0.9752475247524752, 0.9975247524752475, 1.0, 0.9900990099009901, 0.9925742574257426];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;8;10;0.9824257425742573;[0.9678217821782178, 0.9628712871287128, 0.9900990099009901, 0.9702970297029703, 0.9579207920792079, 0.9801980198019802, 1.0, 1.0, 0.9975247524752475, 0.9975247524752475];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;9;10;0.9863861386138615;[0.9826732673267327, 0.9653465346534653, 0.9900990099009901, 0.9752475247524752, 0.9727722772277227, 0.9851485148514851, 1.0, 1.0, 0.9975247524752475, 0.995049504950495];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;10;10;0.9908415841584158;[0.9900990099009901, 0.9678217821782178, 0.995049504950495, 0.9826732673267327, 0.9801980198019802, 0.9925742574257426, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;11;10;0.9918316831683167;[0.9925742574257426, 0.9727722772277227, 0.9975247524752475, 0.9851485148514851, 0.9801980198019802, 0.9900990099009901, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;12;10;0.9938118811881189;[0.995049504950495, 0.9826732673267327, 1.0, 0.9826732673267327, 0.9876237623762376, 0.9925742574257426, 0.9975247524752475, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;13;10;0.9943069306930692;[0.995049504950495, 0.9851485148514851, 0.9975247524752475, 0.9851485148514851, 0.9876237623762376, 0.9925742574257426, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;14;10;0.9955445544554455;[0.9975247524752475, 0.9826732673267327, 1.0, 0.9851485148514851, 0.995049504950495, 0.995049504950495, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;15;10;0.9965346534653465;[0.9975247524752475, 0.9876237623762376, 1.0, 0.9900990099009901, 0.995049504950495, 0.995049504950495, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;16;10;0.9972772277227723;[0.9975247524752475, 0.9925742574257426, 1.0, 0.9925742574257426, 0.9925742574257426, 0.9975247524752475, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;17;10;0.9977722772277229;[1.0, 0.995049504950495, 1.0, 0.9925742574257426, 0.9925742574257426, 0.9975247524752475, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;18;10;0.9982673267326734;[1.0, 0.9925742574257426, 0.9975247524752475, 0.9975247524752475, 0.9975247524752475, 0.9975247524752475, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;19;10;0.9975247524752475;[1.0, 0.9925742574257426, 0.995049504950495, 0.9975247524752475, 0.9925742574257426, 0.9975247524752475, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Warmth_Care_Hunger_100.pickle;1.07;2191;4040;20;10;0.9962871287128714;[0.9975247524752475, 0.9900990099009901, 0.9925742574257426, 0.995049504950495, 0.9900990099009901, 0.9975247524752475, 1.0, 1.0, 1.0, 1.0];
