data_distribution;tuple_size;bleaching_active;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;total_ties;ties_for_zeros;ties_for_ones
50/50;4;True;100;82;0.82;50;42;10;0.84;50;40;8;0.8;181980;97259;0.5344488405319265;154296;84515;14940;0.5477458910146731;27684;12744;69781;0.46033810143042914;0;0;0;
50/50;5;False;100;88;0.88;50;38;0;0.76;50;50;12;1.0;181980;76485;0.42029343883943293;154296;58994;10193;0.38234302898325295;27684;17491;95302;0.6318089871405866;69131;10740;58391;
50/50;5;True;100;94;0.94;50;47;3;0.94;50;47;3;0.94;181980;91948;0.5052643147598638;154296;77800;13536;0.5042256442163116;27684;14148;76496;0.5110533159947984;0;0;0;
50/50;6;False;100;91;0.91;50;41;0;0.82;50;50;9;1.0;181980;78443;0.43105286295197276;154296;61404;10645;0.3979623580650179;27684;17039;92892;0.6154818667822569;61028;9158;51870;
50/50;6;True;100;94;0.94;50;48;4;0.96;50;46;2;0.92;181980;92675;0.5092592592592593;154296;78560;13569;0.5091512417690672;27684;14115;75736;0.5098612917208496;0;0;0;
50/50;7;False;100;94;0.94;50;44;0;0.88;50;50;6;1.0;181980;82693;0.45440707770084626;154296;66364;11355;0.43010836314616063;27684;16329;87932;0.5898352839185089;42098;6490;35608;
50/50;7;True;100;93;0.93;50;46;3;0.92;50;47;4;0.94;181980;94116;0.5171777118364655;154296;80260;13828;0.5201690257686524;27684;13856;74036;0.5005057072677359;0;0;0;
50/50;8;False;100;96;0.96;50;46;0;0.92;50;50;4;1.0;181980;82764;0.45479723046488624;154296;66496;11416;0.4309638616684814;27684;16268;87800;0.5876318451090883;42259;6465;35794;
50/50;8;True;100;97;0.97;50;48;1;0.96;50;49;2;0.98;181980;90968;0.49987910759424115;154296;76608;13324;0.4965002333177788;27684;14360;77688;0.5187111689062274;0;0;0;
50/50;9;False;100;92;0.92;50;42;0;0.84;50;50;8;1.0;181980;78553;0.43165732498076714;154296;61533;10664;0.39879841343910405;27684;17020;92763;0.6147955497760439;38194;5929;32265;
50/50;9;True;100;96;0.96;50;48;2;0.96;50;48;2;0.96;181980;91470;0.5026376524892845;154296;77413;13627;0.501717478094053;27684;14057;76883;0.5077662187545152;3;0;3;
50/50;10;False;100;98;0.98;50;48;0;0.96;50;50;2;1.0;181980;84298;0.4632267282118914;154296;68482;11868;0.4438352257997615;27684;15816;85814;0.5713047247507586;40074;6119;33955;
50/50;10;True;100;97;0.97;50;48;1;0.96;50;49;2;0.98;181980;93636;0.5145400593471811;154296;79868;13916;0.5176284543993364;27684;13768;74428;0.4973269758705389;40;6;34;
50/50;20;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;81227;0.44635124738982307;154296;64759;11216;0.41970627884066986;27684;16468;89537;0.5948562346481723;45071;6978;38093;
50/50;20;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;87134;0.4788108583360809;154296;71932;12482;0.46619484626950797;27684;15202;82364;0.5491258488657709;9093;1471;7622;
50/50;25;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;70703;0.3885207165622596;154296;51974;8955;0.33684606211437756;27684;18729;102322;0.6765279583875162;64135;9749;54386;
50/50;25;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;76559;0.42070007693153094;154296;59283;10408;0.38421605226318245;27684;17276;95013;0.6240427683860714;44725;6758;37967;
50/50;30;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;61383;0.33730629739531814;154296;41017;7318;0.2658332037123451;27684;20366;113279;0.7356595867649184;85568;12919;72649;
50/50;30;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;65781;0.3614737883283877;154296;46415;8318;0.3008179084357339;27684;19366;107881;0.6995376390694986;70828;10695;60133;
50/50;50;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;36114;0.19845037916254535;154296;10199;1769;0.06610022294809975;27684;25915;144097;0.9361002745268024;158044;24105;133939;
50/50;50;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;36171;0.19876360039564786;154296;10268;1781;0.06654741535749469;27684;25903;144028;0.9356668111544575;157785;24062;133723;
50/50;100;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;27966;0.15367622815694032;154296;347;65;0.0022489241457976875;27684;27619;153949;0.9976520733997977;181138;27543;153595;
50/50;100;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;27966;0.15367622815694032;154296;347;65;0.0022489241457976875;27684;27619;153949;0.9976520733997977;181138;27543;153595;
75/75;1;False;150;79;0.5266666666666666;75;4;0;0.05333333333333334;75;75;71;1.0;181930;34454;0.18938053097345134;154271;8047;1252;0.052161456138872506;27659;26407;146224;0.9547344444846162;170098;26046;144052;
75/75;1;True;150;89;0.5933333333333334;75;54;40;0.72;75;35;21;0.4666666666666667;181930;100952;0.554894739735063;154271;87861;14568;0.5695237601363834;27659;13091;66410;0.4732998300733938;0;0;0;
75/75;2;False;150;83;0.5533333333333333;75;8;0;0.10666666666666667;75;75;67;1.0;181930;40291;0.22146429945583465;154271;14696;2064;0.095260936922688;27659;25595;139575;0.9253769116743193;153016;23403;129613;
75/75;2;True;150;97;0.6466666666666666;75;57;35;0.76;75;40;18;0.5333333333333333;181930;104487;0.5743252899466827;154271;92049;15221;0.5966707936034641;27659;12438;62222;0.4496908781951625;0;0;0;
75/75;3;False;150;91;0.6066666666666667;75;16;0;0.21333333333333335;75;75;59;1.0;181930;48712;0.2677513329302479;154271;24858;3805;0.16113203388841713;27659;23854;129413;0.8624317581980548;136012;20917;115095;
75/75;3;True;150;110;0.7333333333333333;75;60;25;0.8;75;50;15;0.6666666666666666;181930;101782;0.5594569339855988;154271;88696;14573;0.574936313370627;27659;13086;65575;0.47311905708810875;0;0;0;
75/75;4;False;150;101;0.6733333333333333;75;26;0;0.3466666666666667;75;75;49;1.0;181930;53407;0.2935579618534601;154271;30395;4647;0.1970234198261501;27659;23012;123876;0.8319895874760476;127142;19739;107403;
75/75;4;True;150;119;0.7933333333333333;75;63;19;0.84;75;56;12;0.7466666666666667;181930;105986;0.5825647226955423;154271;94064;15737;0.6097322244621478;27659;11922;60207;0.43103510611374235;0;0;0;
75/75;5;False;150;111;0.74;75;36;0;0.48;75;75;39;1.0;181930;64190;0.3528280107733744;154271;43415;6884;0.2814203576822604;27659;20775;110856;0.7511117538595032;106239;16567;89672;
75/75;5;True;150;123;0.82;75;64;16;0.8533333333333334;75;59;11;0.7866666666666666;181930;99146;0.5449678447754631;154271;85823;14336;0.5563132409850199;27659;13323;68448;0.4816876965906215;0;0;0;
75/75;6;False;150;121;0.8066666666666666;75;46;0;0.6133333333333333;75;75;29;1.0;181930;61720;0.3392513604133458;154271;40643;6582;0.2634519773645079;27659;21077;113628;0.762030442170722;100324;15218;85106;
75/75;6;True;150;125;0.8333333333333334;75;62;12;0.8266666666666667;75;63;13;0.84;181930;92424;0.5080195679657011;154271;77403;12638;0.5017339616648625;27659;15021;76868;0.5430782023934343;0;0;0;
75/75;7;False;150;126;0.84;75;51;0;0.68;75;75;24;1.0;181930;66693;0.3665860495795086;154271;46659;7625;0.302448289049789;27659;20034;107612;0.7243211974402546;78175;11966;66209;
75/75;7;True;150;134;0.8933333333333333;75;68;9;0.9066666666666666;75;66;7;0.88;181930;98141;0.5394437420986093;154271;84781;14299;0.5495588931166584;27659;13360;69490;0.4830254166817311;0;0;0;
75/75;8;False;150;131;0.8733333333333333;75;56;0;0.7466666666666667;75;75;19;1.0;181930;65721;0.3612433353487605;154271;45698;7636;0.29621899125564755;27659;20023;108573;0.7239234968726274;66367;10165;56202;
75/75;8;True;150;141;0.94;75;69;3;0.92;75;72;6;0.96;181930;88543;0.48668718737976147;154271;73199;12315;0.4744832146028742;27659;15344;81072;0.5547561372428504;0;0;0;
75/75;9;False;150;128;0.8533333333333334;75;53;0;0.7066666666666667;75;75;22;1.0;181930;63863;0.3510306161710548;154271;43505;7301;0.28200374665361605;27659;20358;110766;0.7360352868867277;58564;8869;49695;
75/75;9;True;150;142;0.9466666666666667;75;68;1;0.9066666666666666;75;74;7;0.9866666666666667;181930;87095;0.4787280822294289;154271;71488;12052;0.463392342047436;27659;15607;82783;0.5642647962688456;4;0;4;
75/75;10;False;150;137;0.9133333333333333;75;62;0;0.8266666666666667;75;75;13;1.0;181930;74709;0.41064695212444347;154271;56386;9336;0.36549967265396605;27659;18323;97885;0.6624606818757005;59431;9117;50314;
75/75;10;True;150;143;0.9533333333333334;75;72;4;0.96;75;71;3;0.9466666666666667;181930;94215;0.5178640136316166;154271;79967;13411;0.5183540652488154;27659;14248;74304;0.5151306988683612;23;4;19;
75/75;20;False;150;148;0.9866666666666667;75;73;0;0.9733333333333334;75;75;2;1.0;181930;84883;0.46656955972077174;154271;69020;11796;0.44739452003292907;27659;15863;85251;0.5735203731154416;45192;6931;38261;
75/75;20;True;150;149;0.9933333333333333;75;74;0;0.9866666666666667;75;75;1;1.0;181930;95746;0.5262793382070027;154271;82153;14066;0.5325239351530748;27659;13593;72118;0.49144943779601574;7097;1113;5984;
75/75;25;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;75843;0.4168801187269829;154271;58092;9908;0.3765581347109956;27659;17751;96179;0.6417802523590874;54398;8257;46141;
75/75;25;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;82141;0.4514978288352663;154271;65781;11299;0.42639899916380913;27659;16360;88490;0.5914892078527785;30025;4654;25371;
75/75;30;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;68153;0.37461111416478865;154271;48747;8253;0.31598291318523897;27659;19406;105524;0.7016161104884486;72466;11232;61234;
75/75;30;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;74607;0.4100862969273897;154271;56758;9810;0.3679110137355692;27659;17849;97513;0.645323402870675;51363;7915;43448;
75/75;50;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;38752;0.21300500192381686;154271;13392;2299;0.0868082789377135;27659;25360;140879;0.9168805813659207;150009;22838;127171;
75/75;50;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;38844;0.21351069092508107;154271;13500;2315;0.08750834570334022;27659;25344;140771;0.9163021078130085;149190;22692;126498;
75/75;100;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;28079;0.15433958115758808;154271;509;89;0.003299388738000013;27659;27570;153762;0.9967822408619256;180757;27473;153284;
75/75;100;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;28079;0.15433958115758808;154271;509;89;0.003299388738000013;27659;27570;153762;0.9967822408619256;180757;27473;153284;
86/14;1;False;100;48;0.48;86;34;0;0.3953488372093023;14;14;52;1.0;181980;76594;0.4208924057588746;154260;60228;11354;0.3904317386231039;27720;16366;94032;0.5904040404040404;110398;16366;94032;
86/14;1;True;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;0;0;0;
86/14;2;False;100;82;0.82;86;68;0;0.7906976744186046;14;14;18;1.0;181980;123579;0.679080118694362;154260;116480;20621;0.755088811098146;27720;7099;37780;0.2560966810966811;44866;7095;37771;
86/14;2;True;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;154255;0.8476480931970546;154260;154251;27716;0.9999416569428238;27720;4;9;0.0001443001443001443;0;0;0;
86/14;3;False;100;88;0.88;86;74;0;0.8604651162790697;14;14;12;1.0;181980;137292;0.7544345532476097;154260;133493;23921;0.8653766368468819;27720;3799;20767;0.13704906204906206;23948;3704;20244;
86/14;3;True;100;89;0.89;86;86;11;1.0;14;3;0;0.21428571428571427;181980;153830;0.8453126717221673;154260;153735;27625;0.9965966549980553;27720;95;525;0.003427128427128427;0;0;0;
86/14;4;False;100;94;0.94;86;80;0;0.9302325581395349;14;14;6;1.0;181980;142790;0.784646664468623;154260;140187;25117;0.9087709062621548;27720;2603;14073;0.0939033189033189;16211;2538;13673;
86/14;4;True;100;91;0.91;86;86;9;1.0;14;5;0;0.35714285714285715;181980;153924;0.8458292120013188;154260;153859;27655;0.9974004926747051;27720;65;401;0.002344877344877345;0;0;0;
86/14;5;False;100;96;0.96;86;82;0;0.9534883720930233;14;14;4;1.0;181980;143193;0.7868611935377514;154260;140543;25070;0.9110786983015687;27720;2650;13717;0.0955988455988456;16025;2614;13411;
86/14;5;True;100;89;0.89;86;86;11;1.0;14;3;0;0.21428571428571427;181980;153990;0.8461918892185954;154260;153954;27684;0.9980163360560094;27720;36;306;0.0012987012987012987;0;0;0;
86/14;6;False;100;97;0.97;86;83;0;0.9651162790697675;14;14;3;1.0;181980;147316;0.809517529398835;154260;145737;26141;0.9447491248541423;27720;1579;8523;0.056962481962481964;7960;1226;6734;
86/14;6;True;100;95;0.95;86;86;5;1.0;14;9;0;0.6428571428571429;181980;152824;0.839784591713375;154260;152470;27366;0.9883962141838455;27720;354;1790;0.01277056277056277;0;0;0;
86/14;7;False;100;98;0.98;86;84;0;0.9767441860465116;14;14;2;1.0;181980;147213;0.8089515331355094;154260;145661;26168;0.9442564501490989;27720;1552;8599;0.05598845598845599;8521;1300;7221;
86/14;7;True;100;94;0.94;86;86;6;1.0;14;8;0;0.5714285714285714;181980;153115;0.8413836685350038;154260;152858;27463;0.9909114482043303;27720;257;1402;0.00927128427128427;0;0;0;
86/14;8;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;149420;0.8210792394768656;154260;148465;26765;0.9624335537404383;27720;955;5795;0.03445165945165945;5000;705;4295;
86/14;8;True;100;97;0.97;86;86;3;1.0;14;11;0;0.7857142857142857;181980;153010;0.8408066820529728;154260;152760;27470;0.9902761571373007;27720;250;1500;0.009018759018759018;0;0;0;
86/14;9;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;147943;0.812962962962963;154260;146524;26301;0.9498509010761053;27720;1419;7736;0.05119047619047619;6948;1095;5853;
86/14;9;True;100;98;0.98;86;86;2;1.0;14;12;0;0.8571428571428571;181980;152697;0.8390867128255852;154260;152371;27394;0.9877544405549074;27720;326;1889;0.011760461760461761;2;0;2;
86/14;10;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;146201;0.8033904824706012;154260;144525;26044;0.9368922598210813;27720;1676;9735;0.06046176046176046;8850;1296;7554;
86/14;10;True;100;97;0.97;86;86;3;1.0;14;11;0;0.7857142857142857;181980;152457;0.8377678865809429;154260;152075;27338;0.9858356022300013;27720;382;2185;0.01378066378066378;6;2;4;
86/14;20;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;141966;0.7801186943620178;154260;139212;24966;0.9024504084014002;27720;2754;15048;0.09935064935064936;14262;2185;12077;
86/14;20;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;147376;0.8098472359599956;154260;145768;26112;0.9449500842733048;27720;1608;8492;0.05800865800865801;6509;1030;5479;
86/14;25;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;120525;0.6622980547312891;154260;112810;20005;0.7312978088940749;27720;7715;41450;0.2783189033189033;40149;6387;33762;
86/14;25;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;124734;0.6854269699967029;154260;117994;20980;0.7649034098275639;27720;6740;36266;0.24314574314574314;33727;5356;28371;
86/14;30;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;100818;0.5540059347181009;154260;89135;16037;0.5778231557111371;27720;11683;65125;0.4214646464646465;68095;10461;57634;
86/14;30;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;103545;0.5689910979228486;154260;92421;16596;0.599124854142357;27720;11124;61839;0.4012987012987013;64250;9902;54348;
86/14;50;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;42571;0.23393230025277503;154260;18131;3280;0.11753532996240114;27720;24440;136129;0.8816738816738817;157580;24015;133565;
86/14;50;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;42571;0.23393230025277503;154260;18131;3280;0.11753532996240114;27720;24440;136129;0.8816738816738817;157580;24015;133565;
86/14;100;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;28161;0.15474777448071217;154260;538;97;0.0034876183067548295;27720;27623;153722;0.9965007215007216;181207;27608;153599;
86/14;100;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;28161;0.15474777448071217;154260;538;97;0.0034876183067548295;27720;27623;153722;0.9965007215007216;181207;27608;153599;
100/100;1;False;200;107;0.535;100;7;0;0.07;100;100;93;1.0;181880;34426;0.1892786452606114;154246;8044;1252;0.05215046095198579;27634;26382;146202;0.9546934935224723;170051;26021;144030;
100/100;1;True;200;115;0.575;100;75;60;0.75;100;40;25;0.4;181880;109980;0.6046844073015175;154246;99560;17214;0.6454624431103562;27634;10420;54686;0.37707172323948757;0;0;0;
100/100;2;False;200;114;0.57;100;14;0;0.14;100;100;86;1.0;181880;40780;0.2242137673191115;154246;15317;2171;0.09930241302853883;27634;25463;138929;0.9214373597741912;154689;23725;130964;
100/100;2;True;200;122;0.61;100;75;53;0.75;100;47;25;0.47;181880;102767;0.5650263910270508;154246;90530;15397;0.5869195959700738;27634;12237;63716;0.4428240573206919;0;0;0;
100/100;3;False;200;119;0.595;100;19;0;0.19;100;100;81;1.0;181880;43934;0.24155487134374312;154246;19205;2905;0.12450890136535145;27634;24729;135041;0.8948758775421582;147667;22584;125083;
100/100;3;True;200;135;0.675;100;79;44;0.79;100;56;21;0.56;181880;105619;0.5807070595997361;154246;94069;16084;0.6098634648548422;27634;11550;60177;0.41796337844684084;0;0;0;
100/100;4;False;200;130;0.65;100;30;0;0.3;100;100;70;1.0;181880;49273;0.27090939080712556;154246;25883;4244;0.16780337901793238;27634;23390;128363;0.8464210754867193;141521;21688;119833;
100/100;4;True;200;146;0.73;100;80;34;0.8;100;66;20;0.66;181880;107698;0.592137673191115;154246;96541;16477;0.6258898123776305;27634;11157;57705;0.40374176738800027;0;0;0;
100/100;5;False;200;140;0.7;100;40;0;0.4;100;100;60;1.0;181880;51684;0.2841653837695184;154246;28475;4425;0.18460770457580747;27634;23209;125771;0.8398711731924441;120568;18586;101982;
100/100;5;True;200;158;0.79;100;84;26;0.84;100;74;16;0.74;181880;99529;0.5472234440290301;154246;86558;14663;0.5611685230087003;27634;12971;67688;0.4693855395527249;0;0;0;
100/100;6;False;200;155;0.775;100;55;0;0.55;100;100;45;1.0;181880;58196;0.31996921046844073;154246;36868;6306;0.2390207849798374;27634;21328;117378;0.7718028515596729;109962;16676;93286;
100/100;6;True;200;167;0.835;100;85;18;0.85;100;82;15;0.82;181880;98103;0.5393831097426874;154246;84716;14247;0.5492265601701178;27634;13387;69530;0.4844394586379098;0;0;0;
100/100;7;False;200;153;0.765;100;53;0;0.53;100;100;47;1.0;181880;55251;0.3037772157466461;154246;33396;5779;0.21651128716465906;27634;21855;120850;0.7908735615546066;98310;14930;83380;
100/100;7;True;200;174;0.87;100;89;15;0.89;100;85;11;0.85;181880;93265;0.5127831537277325;154246;79229;13598;0.5136535145157735;27634;14036;75017;0.507925019903018;0;0;0;
100/100;8;False;200;172;0.86;100;72;0;0.72;100;100;28;1.0;181880;63601;0.3496866065537717;154246;43208;7241;0.2801239578335905;27634;20393;111038;0.7379677209235;80034;12262;67772;
100/100;8;True;200;180;0.9;100;87;7;0.87;100;93;13;0.93;181880;89905;0.49430943479217065;154246;75081;12810;0.48676140710293947;27634;14824;79165;0.5364406166316856;0;0;0;
100/100;9;False;200;163;0.815;100;63;0;0.63;100;100;37;1.0;181880;62617;0.34427644600835716;154246;42121;7138;0.2730767734657625;27634;20496;112125;0.741695013389303;71165;10926;60239;
100/100;9;True;200;178;0.89;100;87;9;0.87;100;91;13;0.91;181880;87956;0.48359357818341764;154246;72757;12435;0.4716945658234249;27634;15199;81489;0.550010856191648;1;0;1;
100/100;10;False;200;177;0.885;100;77;0;0.77;100;100;23;1.0;181880;63115;0.34701451506487796;154246;42742;7261;0.2771028097973367;27634;20373;111504;0.7372439748136353;71964;10684;61280;
100/100;10;True;200;181;0.905;100;90;9;0.9;100;91;10;0.91;181880;91493;0.5030404662414779;154246;77005;13146;0.49923498826549795;27634;14488;77241;0.5242816819859594;9;0;9;
100/100;20;False;200;197;0.985;100;97;0;0.97;100;100;3;1.0;181880;80987;0.44527710578403346;154246;64595;11242;0.4187790931369371;27634;16392;89651;0.593182311645075;45020;6896;38124;
100/100;20;True;200;198;0.99;100;98;0;0.98;100;100;2;1.0;181880;92838;0.5104354519463382;154246;78968;13764;0.5119614122894597;27634;13870;75278;0.5019179271911414;3352;554;2798;
100/100;25;False;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;69051;0.37965141851770395;154246;50002;8585;0.3241704809200887;27634;19049;104244;0.6893319823405949;51687;7760;43927;
100/100;25;True;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;78047;0.42911260171541676;154246;60916;10503;0.394927583211234;27634;17131;93330;0.6199247304045741;22308;3457;18851;
100/100;30;False;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;65623;0.36080382669892236;154246;45909;7920;0.2976349467733361;27634;19714;108337;0.7133965404935948;66679;10245;56434;
100/100;30;True;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;72049;0.3961348141631845;154246;53762;9347;0.3485471260194754;27634;18287;100484;0.6617572555547514;42102;6450;35652;
100/100;50;False;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;39549;0.2174455685067077;154246;14404;2489;0.09338329681158669;27634;25145;139842;0.9099297966273431;142199;21638;120561;
100/100;50;True;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;39804;0.2188475918187816;154246;14698;2528;0.09528934299754938;27634;25106;139548;0.9085184917131071;140881;21419;119462;
100/100;100;False;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;28116;0.15458544095007698;154246;588;106;0.003812092371925366;27634;27528;153658;0.9961641456177173;180348;27402;152946;
100/100;100;True;200;200;1.0;100;100;0;1.0;100;100;0;1.0;181880;28116;0.15458544095007698;154246;588;106;0.003812092371925366;27634;27528;153658;0.9961641456177173;180348;27402;152946;
