data_distribution;tuple_size;bleaching_active;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;
20/20;7;False;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;104203;0.5724181498571742;154326;92998;16509;0.6026074673094618;27714;11205;61328;0.40430829183806016;
20/20;7;True;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;92072;0.5057789496813887;154326;77919;13561;0.5048987208895455;27714;14153;76407;0.5106805224796132;
20/20;10;False;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;94966;0.5216765546033839;154326;81374;14122;0.5272863937379314;27714;13592;72952;0.490438045753049;
20/20;10;True;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;81242;0.4462865304328719;154326;64435;10907;0.41752523878024445;27714;16807;89891;0.6064443963339828;
20/20;20;False;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;101190;0.5558668424522083;154326;88731;15255;0.57495820535749;27714;12459;65595;0.4495561809915566;
20/20;20;True;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;91559;0.5029608877169853;154326;76923;13078;0.4984448505112554;27714;14636;77403;0.5281085372014145;
20/20;25;False;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;119370;0.6557350032959789;154326;111184;19528;0.7204489198190843;27714;8186;43142;0.2953741791152486;
20/20;25;True;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;116286;0.6387936717205009;154326;107395;18823;0.6958969972655288;27714;8891;46931;0.32081258569675974;
20/20;30;False;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;128709;0.7070369149637442;154326;122870;21875;0.7961717403418737;27714;5839;31456;0.21068773904885618;
20/20;30;True;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;128483;0.7057954295759173;154326;122601;21832;0.7944286769565725;27714;5882;31725;0.2122393014360973;
20/20;50;False;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;151204;0.8306086574379258;154326;150508;27018;0.9752601635498879;27714;696;3818;0.025113660965576965;
20/20;50;True;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;151204;0.8306086574379258;154326;150508;27018;0.9752601635498879;27714;696;3818;0.025113660965576965;
20/20;100;False;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;154209;0.8471160184574819;154326;154190;27695;0.9991187486230447;27714;19;136;0.0006855740780832792;
20/20;100;True;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;154209;0.8471160184574819;154326;154190;27695;0.9991187486230447;27714;19;136;0.0006855740780832792;
30/30;1;False;60;30;0.5;30;30;30;1.0;30;0;0;0.0;182020;154316;0.8477969453906165;154316;154316;27704;1.0;27704;0;0;0.0;
30/30;1;True;60;42;0.7;30;28;16;0.9333333333333333;30;14;2;0.4666666666666667;182020;128644;0.7067574991759147;154316;122391;21451;0.7931193136162161;27704;6253;31925;0.22570747906439503;
30/30;2;False;60;38;0.6333333333333333;30;30;22;1.0;30;8;0;0.26666666666666666;182020;145126;0.7973079881331722;154316;142565;25143;0.9238510588662225;27704;2561;11751;0.09244152468957552;
30/30;2;True;60;51;0.85;30;28;7;0.9333333333333333;30;23;2;0.7666666666666667;182020;119265;0.6552301944841227;154316;110739;19178;0.7176119132170352;27704;8526;43577;0.30775339301183946;
30/30;4;False;60;46;0.7666666666666667;30;30;14;1.0;30;16;0;0.5333333333333333;182020;132482;0.7278430941654763;154316;127159;22381;0.8240169522278961;27704;5323;27157;0.19213831937626336;
30/30;4;True;60;55;0.9166666666666666;30;28;3;0.9333333333333333;30;27;2;0.9;182020;112935;0.6204537962861224;154316;103058;17827;0.66783742450556;27704;9877;51258;0.3565189142362114;
30/30;5;False;60;57;0.95;30;30;3;1.0;30;27;0;0.9;182020;119912;0.6587847489286891;154316;111817;19609;0.7245975789937531;27704;8095;42499;0.2921960727692752;
30/30;5;True;60;58;0.9666666666666667;30;29;1;0.9666666666666667;30;29;1;0.9666666666666667;182020;102654;0.5639709921986595;154316;90659;15709;0.5874893076544234;27704;11995;63657;0.43296996823563383;
30/30;7;False;60;57;0.95;30;30;3;1.0;30;27;0;0.9;182020;111058;0.6101417426656411;154316;101242;17888;0.6560693641618497;27704;9816;53074;0.35431706612763497;
30/30;7;True;60;59;0.9833333333333333;30;30;1;1.0;30;29;0;0.9666666666666667;182020;99373;0.5459455004944511;154316;86766;15097;0.5622618523030665;27704;12607;67550;0.4550606410626624;
30/30;10;False;60;58;0.9666666666666667;30;30;2;1.0;30;28;0;0.9333333333333333;182020;107511;0.5906548730908692;154316;96498;16691;0.6253272505767387;27704;11013;57818;0.3975238232746174;
30/30;10;True;60;59;0.9833333333333333;30;30;1;1.0;30;29;0;0.9666666666666667;182020;91496;0.5026700362597517;154316;76797;13005;0.49766064439202673;27704;14699;77519;0.5305732024256425;
30/30;20;False;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;107848;0.5925063179870343;154316;96927;16783;0.628107260426657;27704;10921;57389;0.39420300317643664;
30/30;20;True;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;90764;0.49864850016481704;154316;75900;12840;0.49184789652401567;27704;14864;78416;0.5365290210799885;
30/30;25;False;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;119262;0.6552137127788155;154316;110964;19406;0.7190699603411183;27704;8298;43352;0.29952353450765234;
30/30;25;True;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;114009;0.6263542467860674;154316;104594;18289;0.677791026205967;27704;9415;49722;0.33984262200404275;
30/30;30;False;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;124072;0.6816393802878804;154316;117113;20745;0.7589167681899479;27704;6959;37203;0.2511911637308692;
30/30;30;True;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;121835;0.6693495220305461;154316;114392;20261;0.7412841183027036;27704;7443;39924;0.2686615651169506;
30/30;50;False;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;149091;0.8190913086474014;154316;147939;26552;0.9586757043987661;27704;1152;6377;0.041582442968524404;
30/30;50;True;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;149091;0.8190913086474014;154316;147939;26552;0.9586757043987661;27704;1152;6377;0.041582442968524404;
30/30;100;False;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;154172;0.8470058235358752;154316;154144;27676;0.9988854039762565;27704;28;172;0.0010106843777071904;
30/30;100;True;60;60;1.0;30;30;0;1.0;30;30;0;1.0;182020;154172;0.8470058235358752;154316;154144;27676;0.9988854039762565;27704;28;172;0.0010106843777071904;
50/50;1;False;100;51;0.51;50;50;49;1.0;50;1;0;0.02;181980;152497;0.83798769095505;154296;152140;27327;0.9860268574687613;27684;357;2156;0.012895535327264847;
50/50;1;True;100;63;0.63;50;40;27;0.8;50;23;10;0.46;181980;112599;0.6187438180019782;154296;102607;17692;0.6650010369679058;27684;9992;51689;0.360930501372634;
50/50;2;False;100;60;0.6;50;50;40;1.0;50;10;0;0.2;181980;143811;0.7902571711177052;154296;140850;24723;0.9128558096126925;27684;2961;13446;0.10695708712613784;
50/50;2;True;100;72;0.72;50;37;15;0.74;50;35;13;0.7;181980;95862;0.526772172766238;154296;82408;14230;0.534090319904599;27684;13454;71888;0.4859846842941771;
50/50;4;False;100;69;0.69;50;50;31;1.0;50;19;0;0.38;181980;138085;0.7587921749642818;154296;134132;23731;0.8693161196660963;27684;3953;20164;0.14279005923999422;
50/50;4;True;100;82;0.82;50;42;10;0.84;50;40;8;0.8;181980;97259;0.5344488405319265;154296;84515;14940;0.5477458910146731;27684;12744;69781;0.46033810143042914;
50/50;5;False;100;80;0.8;50;50;20;1.0;50;30;0;0.6;181980;124136;0.6821408946038026;154296;117385;20933;0.760777985171359;27684;6751;36911;0.24385926889177864;
50/50;5;True;100;94;0.94;50;47;3;0.94;50;47;3;0.94;181980;91948;0.5052643147598638;154296;77800;13536;0.5042256442163116;27684;14148;76496;0.5110533159947984;
50/50;7;False;100;94;0.94;50;50;6;1.0;50;44;0;0.88;181980;111811;0.6144136718320694;154296;101972;17845;0.6608855705915901;27684;9839;52324;0.3554038433752348;
50/50;7;True;100;93;0.93;50;46;3;0.92;50;47;4;0.94;181980;94116;0.5171777118364655;154296;80260;13828;0.5201690257686524;27684;13856;74036;0.5005057072677359;
50/50;10;False;100;96;0.96;50;50;4;1.0;50;46;0;0.92;181980;112134;0.6161885921529838;154296;102437;17987;0.6638992585679473;27684;9697;51859;0.35027452680248516;
50/50;10;True;100;97;0.97;50;48;1;0.96;50;49;2;0.98;181980;93664;0.514693922409056;154296;79902;13922;0.517848810079328;27684;13762;74394;0.49711024418436645;
50/50;20;False;100;99;0.99;50;50;1;1.0;50;49;0;0.98;181980;112342;0.6173315748983405;154296;102852;18194;0.6665888940737285;27684;9490;51444;0.3427972836295333;
50/50;20;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;93285;0.5126112759643917;154296;79554;13953;0.5155934048841189;27684;13731;74742;0.4959904638058084;
50/50;25;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;115340;0.6338059127376635;154296;106360;18704;0.6893244154093431;27684;8980;47936;0.3243750903048692;
50/50;25;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;107768;0.5921969447191999;154296;97250;17166;0.6302820552703894;27684;10518;57046;0.3799306458604248;
50/50;30;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;121113;0.6655291790306627;154296;113666;20237;0.7366749624099134;27684;7447;40630;0.2690001444877908;
50/50;30;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;115219;0.6331410045059896;154296;106548;19013;0.690542852698709;27684;8671;47748;0.31321340846698453;
50/50;50;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;145948;0.8020002198043741;154296;144138;25874;0.9341655000777725;27684;1810;10158;0.06538072532870973;
50/50;50;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;145832;0.8013627871194636;154296;143991;25843;0.933212785814279;27684;1841;10305;0.06650050570726773;
50/50;100;False;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;154018;0.8463457522804704;154296;153942;27608;0.9977057085083216;27684;76;354;0.0027452680248519;
50/50;100;True;100;100;1.0;50;50;0;1.0;50;50;0;1.0;181980;154018;0.8463457522804704;154296;153942;27608;0.9977057085083216;27684;76;354;0.0027452680248519;
75/75;1;False;150;76;0.5066666666666667;75;75;74;1.0;75;1;0;0.013333333333333334;181930;152460;0.83801462100808;154271;152099;27298;0.9859208794912848;27659;361;2172;0.013051809537582703;
75/75;1;True;150;89;0.5933333333333334;75;54;40;0.72;75;35;21;0.4666666666666667;181930;100952;0.554894739735063;154271;87861;14568;0.5695237601363834;27659;13091;66410;0.4732998300733938;
75/75;2;False;150;85;0.5666666666666667;75;75;65;1.0;75;10;0;0.13333333333333333;181930;146501;0.8052602649370637;154271;144309;25467;0.9354253229706166;27659;2192;9962;0.07925087674897863;
75/75;2;True;150;97;0.6466666666666666;75;57;35;0.76;75;40;18;0.5333333333333333;181930;104487;0.5743252899466827;154271;92049;15221;0.5966707936034641;27659;12438;62222;0.4496908781951625;
75/75;4;False;150;93;0.62;75;75;57;1.0;75;18;0;0.24;181930;141071;0.7754136206233166;154271;137798;24386;0.8932203719428797;27659;3273;16473;0.11833399616761271;
75/75;4;True;150;119;0.7933333333333333;75;63;19;0.84;75;56;12;0.7466666666666667;181930;105986;0.5825647226955423;154271;94064;15737;0.6097322244621478;27659;11922;60207;0.43103510611374235;
75/75;5;False;150;101;0.6733333333333333;75;75;49;1.0;75;26;0;0.3466666666666667;181930;137295;0.7546583850931677;154271;133087;23451;0.8626832003422549;27659;4208;21184;0.15213854441592248;
75/75;5;True;150;123;0.82;75;64;16;0.8533333333333334;75;59;11;0.7866666666666666;181930;99146;0.5449678447754631;154271;85823;14336;0.5563132409850199;27659;13323;68448;0.4816876965906215;
75/75;7;False;150;118;0.7866666666666666;75;75;32;1.0;75;43;0;0.5733333333333334;181930;120936;0.6647391854009784;154271;112868;19591;0.7316216268773781;27659;8068;41403;0.29169528905600345;
75/75;7;True;150;134;0.8933333333333333;75;68;9;0.9066666666666666;75;66;7;0.88;181930;98141;0.5394437420986093;154271;84781;14299;0.5495588931166584;27659;13360;69490;0.4830254166817311;
75/75;10;False;150;130;0.8666666666666667;75;75;20;1.0;75;55;0;0.7333333333333333;181930;115906;0.6370911889188149;154271;106700;18453;0.6916400360404742;27659;9206;47571;0.33283922050688747;
75/75;10;True;150;143;0.9533333333333334;75;72;4;0.96;75;71;3;0.9466666666666667;181930;94230;0.5179464629253009;154271;79986;13415;0.5184772251427683;27659;14244;74285;0.5149860804801331;
75/75;20;False;150;148;0.9866666666666667;75;75;2;1.0;75;73;0;0.9733333333333334;181930;116213;0.6387786511295553;154271;107281;18727;0.6954061359555588;27659;8932;46990;0.3229328609132651;
75/75;20;True;150;149;0.9933333333333333;75;74;0;0.9866666666666667;75;75;1;1.0;181930;100617;0.5530533721761117;154271;88137;15179;0.5713128196485405;27659;12480;66134;0.4512093712715572;
75/75;25;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;113727;0.6251140548562634;154271;104233;18165;0.675648696125649;27659;9494;50038;0.343251744459308;
75/75;25;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;102858;0.5653712966525587;154271;91152;15953;0.5908563501889532;27659;11706;63119;0.423225713149427;
75/75;30;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;118155;0.6494530863518936;154271;109981;19485;0.7129078050962268;27659;8174;44290;0.29552767634404714;
75/75;30;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;110140;0.6053976804265376;154271;100206;17725;0.6495452807073268;27659;9934;54065;0.35915976716439496;
75/75;50;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;143085;0.7864838124553399;154271;140563;25137;0.9111433775628601;27659;2522;13708;0.09118189377779384;
75/75;50;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;142650;0.7840927829384928;154271;139998;25007;0.9074809912426833;27659;2652;14273;0.0958819913952059;
75/75;100;False;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;153890;0.8458747870059913;154271;153793;27562;0.9969015563521336;27659;97;478;0.0035069959145305326;
75/75;100;True;150;150;1.0;75;75;0;1.0;75;75;0;1.0;181930;153890;0.8458747870059913;154271;153793;27562;0.9969015563521336;27659;97;478;0.0035069959145305326;
86/14;1;False;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;1;True;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;2;False;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;154255;0.8476480931970546;154260;154251;27716;0.9999416569428238;27720;4;9;0.0001443001443001443;
86/14;2;True;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;154255;0.8476480931970546;154260;154251;27716;0.9999416569428238;27720;4;9;0.0001443001443001443;
86/14;4;False;100;91;0.91;86;86;9;1.0;14;5;0;0.35714285714285715;181980;153925;0.8458347071106715;154260;153860;27655;0.9974069752366135;27720;65;400;0.002344877344877345;
86/14;4;True;100;91;0.91;86;86;9;1.0;14;5;0;0.35714285714285715;181980;153924;0.8458292120013188;154260;153859;27655;0.9974004926747051;27720;65;401;0.002344877344877345;
86/14;5;False;100;89;0.89;86;86;11;1.0;14;3;0;0.21428571428571427;181980;153990;0.8461918892185954;154260;153954;27684;0.9980163360560094;27720;36;306;0.0012987012987012987;
86/14;5;True;100;89;0.89;86;86;11;1.0;14;3;0;0.21428571428571427;181980;153990;0.8461918892185954;154260;153954;27684;0.9980163360560094;27720;36;306;0.0012987012987012987;
86/14;7;False;100;94;0.94;86;86;6;1.0;14;8;0;0.5714285714285714;181980;153134;0.8414880756127047;154260;152882;27468;0.9910670296901335;27720;252;1378;0.00909090909090909;
86/14;7;True;100;94;0.94;86;86;6;1.0;14;8;0;0.5714285714285714;181980;153115;0.8413836685350038;154260;152858;27463;0.9909114482043303;27720;257;1402;0.00927128427128427;
86/14;10;False;100;97;0.97;86;86;3;1.0;14;11;0;0.7857142857142857;181980;152459;0.8377788767996484;154260;152079;27340;0.9858615324776352;27720;380;2181;0.013708513708513708;
86/14;10;True;100;97;0.97;86;86;3;1.0;14;11;0;0.7857142857142857;181980;152459;0.8377788767996484;154260;152079;27340;0.9858615324776352;27720;380;2181;0.013708513708513708;
86/14;20;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;151858;0.83447631607869;154260;151289;27151;0.9807403085699469;27720;569;2971;0.020526695526695525;
86/14;20;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;151825;0.8342949774700517;154260;151247;27142;0.9804680409697912;27720;578;3013;0.02085137085137085;
86/14;25;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;147900;0.8127266732607978;154260;146572;26392;0.9501620640477116;27720;1328;7688;0.047907647907647906;
86/14;25;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;147749;0.8118969117485438;154260;146365;26336;0.9488201737326591;27720;1384;7895;0.049927849927849925;
86/14;30;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;147991;0.8132267282118915;154260;146769;26498;0.9514391287436795;27720;1222;7491;0.044083694083694086;
86/14;30;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;147991;0.8132267282118915;154260;146769;26498;0.9514391287436795;27720;1222;7491;0.044083694083694086;
86/14;50;False;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;152121;0.8359215298384438;154260;151696;27295;0.9833787112666926;27720;425;2564;0.015331890331890332;
86/14;50;True;100;100;1.0;86;86;0;1.0;14;14;0;1.0;181980;152121;0.8359215298384438;154260;151696;27295;0.9833787112666926;27720;425;2564;0.015331890331890332;
