data_distribution;tuple_size;bleaching_active;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;
20/20;2;True;40;26;0.65;20;13;7;0.65;20;13;7;0.65;182040;99109;0.544435288947484;154326;85993;14598;0.5572165416067286;27714;13116;68333;0.4732626109547521;
20/20;4;False;40;23;0.575;20;20;17;1.0;20;3;0;0.15;182040;144111;0.7916446934739617;154326;141518;25121;0.9170068556173295;27714;2593;12808;0.09356282023526016;
20/20;4;True;40;27;0.675;20;13;6;0.65;20;14;7;0.7;182040;95554;0.5249066139310041;154326;81386;13546;0.5273641512123686;27714;14168;72940;0.5112217651728368;
20/20;5;False;40;26;0.65;20;20;14;1.0;20;6;0;0.3;182040;134551;0.7391287629092507;154326;130407;23570;0.8450099140779908;27714;4144;23919;0.1495273147145847;
20/20;5;True;40;29;0.725;20;15;6;0.75;20;14;5;0.7;182040;93341;0.5127499450670182;154326;79404;13777;0.5145212083511528;27714;13937;74922;0.5028866276971927;
20/20;7;False;40;26;0.65;20;20;14;1.0;20;6;0;0.3;182040;137074;0.7529883542078664;154326;133047;23687;0.8621165584541814;27714;4027;21279;0.1453056217074403;
20/20;7;True;40;30;0.75;20;15;5;0.75;20;15;5;0.75;182040;95272;0.5233575038453088;154326;81998;14440;0.5313297824086674;27714;13274;72328;0.4789637006567078;
20/20;10;False;40;28;0.7;20;20;12;1.0;20;8;0;0.4;182040;123947;0.6808778290485608;154326;116801;20568;0.7568458976452445;27714;7146;37525;0.2578480190517428;
20/20;10;True;40;31;0.775;20;16;5;0.8;20;15;4;0.75;182040;90095;0.4949186991869919;154326;75473;13092;0.4890491556834234;27714;14622;78853;0.5276033773544058;
20/20;20;False;40;31;0.775;20;20;9;1.0;20;11;0;0.55;182040;124218;0.6823665128543177;154326;117413;20909;0.7608115288415432;27714;6805;36913;0.24554376849245868;
20/20;20;True;40;34;0.85;20;16;2;0.8;20;18;4;0.9;182040;95298;0.5235003295978906;154326;82150;14566;0.5323147104182057;27714;13148;72176;0.4744172620336292;
20/20;25;False;40;34;0.85;20;20;6;1.0;20;14;0;0.7;182040;114918;0.6312788398154252;154326;106297;19093;0.6887821883545222;27714;8621;48029;0.31107021721873424;
20/20;25;True;40;36;0.9;20;16;0;0.8;20;20;4;1.0;182040;86363;0.47441771039332015;154326;70951;12302;0.45974754739966045;27714;15412;83375;0.5561088258641842;
20/20;30;False;40;35;0.875;20;20;5;1.0;20;15;0;0.75;182040;124651;0.6847451109646232;154326;118345;21408;0.7668506926895015;27714;6306;35981;0.2275384282312189;
20/20;30;True;40;38;0.95;20;18;0;0.9;20;20;2;1.0;182040;88337;0.48526148099318833;154326;73264;12641;0.47473530059743657;27714;15073;81062;0.5438767409973299;
30/30;1;False;60;30;0.5;30;30;30;1.0;30;0;0;0.0;182020;154316;0.8477969453906165;154316;154316;27704;1.0;27704;0;0;0.0;
30/30;1;True;60;42;0.7;30;26;14;0.8666666666666667;30;16;4;0.5333333333333333;182020;121070;0.6651466871772332;154316;112632;19266;0.7298789496876539;27704;8438;41684;0.30457695639618826;
30/30;2;False;60;30;0.5;30;30;30;1.0;30;0;0;0.0;182020;154316;0.8477969453906165;154316;154316;27704;1.0;27704;0;0;0.0;
30/30;2;True;60;42;0.7;30;26;14;0.8666666666666667;30;16;4;0.5333333333333333;182020;121070;0.6651466871772332;154316;112632;19266;0.7298789496876539;27704;8438;41684;0.30457695639618826;
30/30;4;False;60;31;0.5166666666666667;30;30;29;1.0;30;1;0;0.03333333333333333;182020;151167;0.8304966487199209;154316;150180;26717;0.9731978537546333;27704;987;4136;0.03562662431417846;
30/30;4;True;60;41;0.6833333333333333;30;26;15;0.8666666666666667;30;15;4;0.5;182020;123432;0.6781232831556971;154316;115687;19959;0.7496759895279815;27704;7745;38629;0.2795625180479353;
30/30;5;False;60;32;0.5333333333333333;30;30;28;1.0;30;2;0;0.06666666666666667;182020;146323;0.8038841885507088;154316;144838;26219;0.9385805749241816;27704;1485;9478;0.05360236788911348;
30/30;5;True;60;44;0.7333333333333333;30;26;12;0.8666666666666667;30;18;4;0.6;182020;115681;0.6355400505438963;154316;106787;18810;0.6920021255086964;27704;8894;47529;0.32103667340456254;
30/30;7;False;60;35;0.5833333333333334;30;30;25;1.0;30;5;0;0.16666666666666666;182020;145174;0.7975716954180859;154316;142849;25379;0.9256914383472874;27704;2325;11467;0.0839228992203292;
30/30;7;True;60;46;0.7666666666666667;30;25;9;0.8333333333333334;30;21;5;0.7;182020;105551;0.5798868256235579;154316;94701;16854;0.6136823142123954;27704;10850;59615;0.39164019636153624;
30/30;10;False;60;38;0.6333333333333333;30;30;22;1.0;30;8;0;0.26666666666666666;182020;131267;0.7211680035160971;154316;125726;22163;0.8147308120998471;27704;5541;28590;0.20000721917412648;
30/30;10;True;60;50;0.8333333333333334;30;27;7;0.9;30;23;3;0.7666666666666667;182020;95858;0.5266344357762883;154316;82675;14521;0.5357513154825164;27704;13183;71641;0.47585186254692463;
30/30;20;False;60;42;0.7;30;30;18;1.0;30;12;0;0.4;182020;127898;0.7026590484562136;154316;121845;21651;0.7895811192617745;27704;6053;32471;0.2184883049379151;
30/30;20;True;60;51;0.85;30;26;5;0.8666666666666667;30;25;4;0.8333333333333334;182020;96854;0.5321063619382486;154316;83974;14824;0.5441691075455559;27704;12880;70342;0.4649148137453075;
30/30;25;False;60;44;0.7333333333333333;30;30;16;1.0;30;14;0;0.4666666666666667;182020;127184;0.6987364025931216;154316;121758;22278;0.7890173410404624;27704;5426;32558;0.1958561940514005;
30/30;25;True;60;54;0.9;30;27;3;0.9;30;27;3;0.9;182020;90512;0.4972640369190199;154316;76254;13446;0.4941418906659063;27704;14258;78062;0.5146549234767542;
30/30;30;False;60;48;0.8;30;30;12;1.0;30;18;0;0.6;182020;129744;0.7128007911218548;154316;124094;22054;0.8041551102931647;27704;5650;30222;0.20394166907305805;
30/30;30;True;60;52;0.8666666666666667;30;27;5;0.9;30;25;3;0.8333333333333334;182020;95078;0.52234919239644;154316;81494;14120;0.5280981881334404;27704;13584;72822;0.4903263066705169;
50/50;1;False;100;50;0.5;50;50;50;1.0;50;0;0;0.0;181980;154296;0.8478733926805143;154296;154296;27684;1.0;27684;0;0;0.0;
50/50;1;True;100;61;0.61;50;43;32;0.86;50;18;7;0.36;181980;127538;0.7008352566216067;154296;120452;20598;0.780655363716493;27684;7086;33844;0.2559601213697443;
50/50;2;False;100;50;0.5;50;50;50;1.0;50;0;0;0.0;181980;154296;0.8478733926805143;154296;154296;27684;1.0;27684;0;0;0.0;
50/50;2;True;100;63;0.63;50;43;30;0.86;50;20;7;0.4;181980;124713;0.6853115727002967;154296;117120;20091;0.759060507077306;27684;7593;37176;0.27427394885132206;
50/50;4;False;100;51;0.51;50;50;49;1.0;50;1;0;0.02;181980;151493;0.8324706011649632;154296;150888;27079;0.9779125836055375;27684;605;3408;0.02185377835572894;
50/50;4;True;100;63;0.63;50;41;28;0.82;50;22;9;0.44;181980;119464;0.6564677437080998;154296;110935;19155;0.7189752164670503;27684;8529;43361;0.3080840918942349;
50/50;5;False;100;52;0.52;50;50;48;1.0;50;2;0;0.04;181980;149321;0.8205352236509507;154296;148766;27129;0.9641597967542904;27684;555;5530;0.020047680970957955;
50/50;5;True;100;66;0.66;50;39;23;0.78;50;27;11;0.54;181980;112485;0.6181173755357732;154296;102494;17693;0.664268678384404;27684;9991;51802;0.36089437942493857;
50/50;7;False;100;56;0.56;50;50;44;1.0;50;6;0;0.12;181980;147802;0.8121881525442356;154296;146314;26196;0.9482682635972417;27684;1488;7982;0.05374945817078457;
50/50;7;True;100;69;0.69;50;39;20;0.78;50;30;11;0.6;181980;113762;0.6251346301791406;154296;103729;17651;0.6722727744076321;27684;10033;50567;0.36241150122814625;
50/50;10;False;100;58;0.58;50;50;42;1.0;50;8;0;0.16;181980;147272;0.8092757445873173;154296;145611;26023;0.9437120858609426;27684;1661;8685;0.059998555122092186;
50/50;10;True;100;71;0.71;50;38;17;0.76;50;33;12;0.66;181980;104301;0.5731454005934719;154296;91822;15205;0.595102919064655;27684;12479;62474;0.4507657852911429;
50/50;20;False;100;62;0.62;50;50;38;1.0;50;12;0;0.24;181980;141665;0.7784646664468623;154296;139203;25222;0.9021815212319179;27684;2462;15093;0.0889322352261234;
50/50;20;True;100;73;0.73;50;36;13;0.72;50;37;14;0.74;181980;97131;0.533745466534784;154296;83755;14308;0.5428202934619174;27684;13376;70541;0.4831671723739344;
50/50;25;False;100;67;0.67;50;50;33;1.0;50;17;0;0.34;181980;133994;0.7363116826024838;154296;129803;23493;0.8412596567636231;27684;4191;24493;0.15138708279150412;
50/50;25;True;100;79;0.79;50;40;11;0.8;50;39;10;0.78;181980;90305;0.49623585009341686;154296;75353;12732;0.48836651630632033;27684;14952;78943;0.5400953619419159;
50/50;30;False;100;71;0.71;50;50;29;1.0;50;21;0;0.42;181980;127374;0.6999340586877679;154296;121291;21601;0.7860929641727589;27684;6083;33005;0.21972980783123827;
50/50;30;True;100;86;0.86;50;43;7;0.86;50;43;7;0.86;181980;94840;0.5211561710078031;154296;80770;13614;0.5234743609685281;27684;14070;73526;0.5082358040745557;
75/75;1;False;150;75;0.5;75;75;75;1.0;75;0;0;0.0;181930;154271;0.8479689990655747;154271;154271;27659;1.0;27659;0;0;0.0;
75/75;1;True;150;89;0.5933333333333334;75;58;44;0.7733333333333333;75;31;17;0.41333333333333333;181930;115809;0.636558016819656;154271;105555;17405;0.6842180319048946;27659;10254;48716;0.37072923822264003;
75/75;2;False;150;75;0.5;75;75;75;1.0;75;0;0;0.0;181930;154271;0.8479689990655747;154271;154271;27659;1.0;27659;0;0;0.0;
75/75;2;True;150;90;0.6;75;57;42;0.76;75;33;18;0.44;181930;112039;0.6158357610069807;154271;100995;16615;0.6546596573562108;27659;11044;53276;0.3992913698976825;
75/75;4;False;150;75;0.5;75;75;75;1.0;75;0;0;0.0;181930;154271;0.8479689990655747;154271;154271;27659;1.0;27659;0;0;0.0;
75/75;4;True;150;93;0.62;75;53;35;0.7066666666666667;75;40;22;0.5333333333333333;181930;107413;0.5904083988347166;154271;95307;15553;0.6177894743665369;27659;12106;58964;0.43768755197223325;
75/75;5;False;150;76;0.5066666666666667;75;75;74;1.0;75;1;0;0.013333333333333334;181930;154030;0.8466443137470455;154271;153955;27584;0.9979516565005737;27659;75;316;0.002711594779276185;
75/75;5;True;150;97;0.6466666666666666;75;51;29;0.68;75;46;24;0.6133333333333333;181930;102735;0.5646952124443467;154271;89493;14417;0.5801025468169649;27659;13242;64778;0.4787591742290032;
75/75;7;False;150;78;0.52;75;75;72;1.0;75;3;0;0.04;181930;151510;0.832792832408069;154271;151039;27188;0.9790498538286522;27659;471;3232;0.01702881521385444;
75/75;7;True;150;101;0.6733333333333333;75;52;26;0.6933333333333334;75;49;23;0.6533333333333333;181930;107643;0.5916726213378772;154271;95826;15842;0.6211536841013541;27659;11817;58445;0.4272388734227557;
75/75;10;False;150;81;0.54;75;75;69;1.0;75;6;0;0.08;181930;151000;0.8299895564227999;154271;150288;26947;0.9741817969676738;27659;712;3983;0.02574207310459525;
75/75;10;True;150;102;0.68;75;52;25;0.6933333333333334;75;50;23;0.6666666666666666;181930;103996;0.5716264497334139;154271;91423;15086;0.5926129992027017;27659;12573;62848;0.45457174879785966;
75/75;20;False;150;83;0.5533333333333333;75;75;67;1.0;75;8;0;0.10666666666666667;181930;149470;0.8215797284669928;154271;148465;26654;0.962364929247882;27659;1005;5806;0.03633537004230088;
75/75;20;True;150;103;0.6866666666666666;75;48;20;0.64;75;55;27;0.7333333333333333;181930;97388;0.5353047875556532;154271;83270;13541;0.539764440497566;27659;14118;71001;0.5104306012509491;
75/75;25;False;150;92;0.6133333333333333;75;75;58;1.0;75;17;0;0.22666666666666666;181930;138869;0.7633100643104491;154271;135301;24091;0.8770345690376027;27659;3568;18970;0.1289996022994324;
75/75;25;True;150;109;0.7266666666666667;75;54;20;0.72;75;55;21;0.7333333333333333;181930;97839;0.5377837629857638;154271;83896;13716;0.5438222348983283;27659;13943;70375;0.5041035467659712;
75/75;30;False;150;96;0.64;75;75;54;1.0;75;21;0;0.28;181930;139412;0.7662947287418238;154271;135780;24027;0.8801394947851509;27659;3632;18491;0.13131349651108137;
75/75;30;True;150;120;0.8;75;58;13;0.7733333333333333;75;62;17;0.8266666666666667;181930;91137;0.5009454185675809;154271;75672;12194;0.49051344711578976;27659;15465;78599;0.5591308434867494;
86/14;1;False;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;1;True;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;2;False;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;2;True;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;4;False;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;4;True;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;5;False;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;5;True;100;86;0.86;86;86;14;1.0;14;0;0;0.0;181980;154260;0.847675568743818;154260;154260;27720;1.0;27720;0;0;0.0;
86/14;7;False;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;152594;0.8385207165622596;154260;152343;27469;0.9875729288214703;27720;251;1917;0.009054834054834055;
86/14;7;True;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;152594;0.8385207165622596;154260;152343;27469;0.9875729288214703;27720;251;1917;0.009054834054834055;
86/14;10;False;100;88;0.88;86;86;12;1.0;14;2;0;0.14285714285714285;181980;152671;0.8389438399824156;154260;152424;27473;0.988098016336056;27720;247;1836;0.00891053391053391;
86/14;10;True;100;88;0.88;86;86;12;1.0;14;2;0;0.14285714285714285;181980;152671;0.8389438399824156;154260;152424;27473;0.988098016336056;27720;247;1836;0.00891053391053391;
86/14;20;False;100;88;0.88;86;86;12;1.0;14;2;0;0.14285714285714285;181980;153552;0.8437850313221233;154260;153458;27626;0.9948009853494101;27720;94;802;0.0033910533910533913;
86/14;20;True;100;88;0.88;86;86;12;1.0;14;2;0;0.14285714285714285;181980;153552;0.8437850313221233;154260;153458;27626;0.9948009853494101;27720;94;802;0.0033910533910533913;
86/14;25;False;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;153842;0.8453786130343994;154260;153780;27658;0.9968883702839362;27720;62;480;0.002236652236652237;
86/14;25;True;100;87;0.87;86;86;13;1.0;14;1;0;0.07142857142857142;181980;153842;0.8453786130343994;154260;153780;27658;0.9968883702839362;27720;62;480;0.002236652236652237;
86/14;30;False;100;90;0.9;86;86;10;1.0;14;4;0;0.2857142857142857;181980;151863;0.8345037916254533;154260;151284;27141;0.9807078957604045;27720;579;2976;0.02088744588744589;
86/14;30;True;100;92;0.92;86;86;8;1.0;14;6;0;0.42857142857142855;181980;148835;0.8178646005055501;154260;147445;26330;0.9558213405938026;27720;1390;6815;0.050144300144300144;
